作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0493	0001	完了	東京都	大田区	東急 下丸子駅	146-0092	東京都大田区下丸子3		35.571306	139.685611	"https://www.google.co.jp/maps/@35.571203,139.685949,3a,75y,242.76h,92.37t/data=!3m4!1e1!3m2!1sFv3YaQui-GI38rc00mR-7Q!2e0?hl=ja"	16		120	3		それでも町は廻っている	ソレデモマチハマワッテイル	丸子商店街の最寄り駅。作中では「東京急行 丸子駅」となっていました。				オオタク	ソ	13	5	2	
0493	0002	完了	東京都	大田区	大田区民プラザ前	146-0092	東京都大田区下丸子3-1-3		35.571327	139.686188	"https://www.google.co.jp/maps/@35.571314,139.686032,3a,75y,74.95h,98.38t/data=!3m4!1e1!3m2!1slJSsvKDbZuTu0YdjmdXMwQ!2e0?hl=ja"	17		120	3	03-3750-1611	それでも町は廻っている	ソレデモマチハマワッテイル	第7話で嵐山歩鳥が、弟の猛と夜の散策に出かけ、一緒に食べた屋台のあった場所。	http://www.ota-bunka.or.jp/facilities/plaza/	http://www.ota-bunka.or.jp/facilities/plaza/		オオタク	ソ	13	5	2	
0493	0003	完了	東京都	大田区	オリジン弁当 下丸子店	146-0092	東京都大田区下丸子3-3-17		35.571391	139.685902	"https://www.google.co.jp/maps/@35.571406,139.686102,3a,75y,284.2h,95.51t/data=!3m4!1e1!3m2!1sZ_9nf3kmfOhGvHnYh7xYew!2e0?hl=ja"	18		120	2.2	03-3758-4811	それでも町は廻っている	ソレデモマチハマワッテイル	第7話で真田広章が嵐山歩鳥と偶然一緒になったバス停がこの店の脇に描かれているのですが、実際にはこの場所にはバス停はありません。店の外観は忠実に再現されています。				オオタク	ソ	13	5	2	
0493	0004		東京都	大田区	高桑ムセン	146-0092	東京都大田区下丸子3-10-1		35.570825	139.685929	"https://www.google.co.jp/maps/@35.570823,139.686064,3a,75y,294.82h,91.58t/data=!3m4!1e1!3m2!1syYaXuDeoia1PHmvTCOyR6g!2e0?hl=ja"	18		120	1	03-3759-1456	それでも町は廻っている	ソレデモマチハマワッテイル	第1話。				オオタク	ソ	13	5	2	
0493	0005	完了	東京都	大田区	下丸子児童遊園	146-0092	東京都大田区下丸子3-10-8		35.570345	139.685955	"https://www.google.co.jp/maps/@35.570225,139.685897,3a,75y,332.06h,94.9t/data=!3m4!1e1!3m2!1s5gkmoR8OgiZ9uHxGjdmCsg!2e0?hl=ja"	17		120	1.4		それでも町は廻っている	ソレデモマチハマワッテイル	第1話で、この公園の前の道を嵐山歩鳥と辰野俊子が歩いていました。				オオタク	ソ	13	5	2	
0493	0006	完了	東京都	大田区	魚清	146-0092	東京都大田区下丸子3-13-18		35.569362	139.686015	"https://www.google.co.jp/maps/@35.569453,139.685949,3a,75y,128.86h,100.44t/data=!3m4!1e1!3m2!1sGyDuKJqms8nt6PsOGuK-Ow!2e0?hl=ja"	18		120	1.7	03-3759-5433	それでも町は廻っている	ソレデモマチハマワッテイル	真田広章の父親の経営する鮮魚真田のモデル。				オオタク	ソ	13	5	2	
0493	0007	完了	東京都	大田区	居酒屋みなも	146-0092	東京都大田区下丸子3-15-7		35.569676	139.685805		19		0		03-5482-2801	それでも町は廻っている	ソレデモマチハマワッテイル	亀井堂静が経営する古道具屋のアンティーク亀井堂のモデル。				オオタク	ソ	13	5	2	
0493	0008	完了	東京都	大田区	鈴木理容店	146-0092	東京都大田区下丸子3-15-10		35.569578	139.685902	"https://www.google.co.jp/maps/@35.569639,139.686028,3a,75y,227.08h,87.73t/data=!3m4!1e1!3m2!1sJwwrW77BBl5ZXdRyAnuWYg!2e0?hl=ja"	19		120	5	03-3759-0943	それでも町は廻っている	ソレデモマチハマワッテイル	オープニングで松田旬作のカットの背景として登場した床屋。				オオタク	ソ	13	5	2	
0493	0009	完了	東京都	大田区	蓮屋	146-0092	東京都大田区下丸子3-14-2		35.570031	139.686011		19		0		03-3759-0649	それでも町は廻っている	ソレデモマチハマワッテイル	第1話で真田広章がシーサイドに入ろうか迷っているシーンの背景に描かれているお好み焼き屋。暖簾や提灯など忠実に再現されています。				オオタク	ソ	13	5	2	
0493	0010		東京都	大田区	千歳屋精肉店	146-0092	東京都大田区下丸子3-15-9		35.569666	139.685956		19		0		03-3759-5440	それでも町は廻っている	ソレデモマチハマワッテイル	第6話				オオタク	ソ	13	5	2	
0493	0011	完了	東京都	大田区	アルプス	146-0092	東京都大田区下丸子3-16-6		35.570044	139.685886	-	18		0		03-3756-0178	それでも町は廻っている	ソレデモマチハマワッテイル	嵐山歩鳥がアルバイトをしている喫茶店シーサイドのモデル。喫茶店自体の外見も忠実に再現されていますが、オレンジと黄色のストライプテントのシャッターの下りた店も忠実に再現されています。				オオタク	ソ	13	5	2	
0493	0012	完了	東京都	大田区	串かつ 末広	146-0092	東京都大田区下丸子3-16-7		35.569838	139.685881	"https://www.google.co.jp/maps/@35.569778,139.685972,3a,75y,313.49h,86.99t/data=!3m4!1e1!3m2!1sRdNlL_QfzhUw1ap4VTjWOQ!2e0?hl=ja"	18		120	1	03-3750-9441	それでも町は廻っている	ソレデモマチハマワッテイル	第2話の矢印を追うシーンでこの店のシャッターに矢印が貼ってありました。エアコン室外機やスクーターまで忠実に描かれています。				オオタク	ソ	13	5	2	
0493	0013		東京都	大田区	都湯	146-0092	東京都大田区下丸子4-3-11		35.572036	139.682957	"https://www.google.co.jp/maps/@35.571853,139.682975,3a,75y,357.38h,97.43t/data=!3m4!1e1!3m2!1sPcl4UzBYhslcD6_Gm6n9oQ!2e0?hl=ja"	18		120	1.4	03-3759-8814	それでも町は廻っている	ソレデモマチハマワッテイル	第2話で登場した銭湯。				オオタク	ソ	13	5	2	
0493	0014	完了	東京都	大田区	八百菊	146-0092	東京都大田区下丸子4-7-8		35.571748	139.682573	"https://www.google.co.jp/maps/@35.571641,139.682606,3a,75y,316.36h,86.05t/data=!3m4!1e1!3m2!1s7IUT_G7mDSkwqDKSvvZeZw!2e0?hl=ja"	18		120	1	03-3759-2691	それでも町は廻っている	ソレデモマチハマワッテイル	菊池貴則が経営する丸子商店街の八百屋のモデル。				オオタク	ソ	13	5	2	
