作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0068	0020	完了	東京都	杉並区	玉の湯	167-0042	東京都杉並区西荻北3-32-3		35.706143	139.600636	"https://www.google.co.jp/maps/@35.7060538,139.6005918,3a,90y,19.78h,90.28t/data=!3m6!1e1!3m4!1s0zJtOwkwPAUeNyWKT9FSLQ!2e0!7i13312!8i6656?hl=ja"						苺ましまろ	イチゴマシマロ	第11話で、伊藤伸恵たち一行が入りに訪れた銭湯「弁天湯」のモデル。<br />※2009年5月に廃業し、建物も解体済みです。				スギナミク	イ	13	12	2	解体
0068	0002	完了	静岡県	浜松市	五社神社 諏訪神社	430-0937	静岡県浜松市中区利町302-5		34.706389	137.724939	"https://www.google.co.jp/maps/@34.7065633,137.7260579,3a,50y,227.08h,85.86t/data=!3m6!1e1!3m4!1s9GF1Zq3LT2sBs3Xo1pd80g!2e0!7i13312!8i6656"	16.0					苺ましまろ	イチゴマシマロ	第8話で、伊藤伸恵たち一行が遊びに行った祭が開かれていた神社。<br />作中に描かれていた神社前のバス停は実際にはありません。	http://shizuoka-jinjacho.or.jp/shokai/jinja.php?id=4414028	http://shizuoka-jinjacho.or.jp/shokai/jinja.php?id=4414028		ハママツシ	イ	22	21	3	
0068	0003	完了	静岡県	浜松市	佐鳴湖公園　東屋	432-8002	静岡県浜松市中区富塚町		34.711110	137.686200	"https://www.google.co.jp/maps/@34.7112336,137.6860799,2a,21.1y,138.67h,82.58t/data=!3m6!1e1!3m4!1sySk4SyaWFKwJjLOOosmnpA!2e0!7i13312!8i6656"	13.0					苺ましまろ	イチゴマシマロ	第10話で、伊藤伸恵が伊藤千佳たちを呼び出していた場所。<br />ちなみに、オープニングで伸恵が座っているのも、この付近の湖畔です。				ハママツシ	イ	22	21	3	
0068	0004	完了	静岡県	浜松市	住宅地（ハイム千早前）	432-8013	静岡県浜松市中区広沢2-15		34.714073	137.714558	"https://www.google.co.jp/maps/@34.7140501,137.7145329,3a,49.6y,74.17h,73.78t/data=!3m6!1e1!3m4!1sb1Os8MK9cAPDWmwQvL1yhQ!2e0!7i13312!8i6656"						苺ましまろ	イチゴマシマロ	第2話で、転校初日に学校へ向かうアナ・コッポラが学校へ向かう途中で、伊藤千佳、松岡美羽と遭遇していた場所。<br />第6話では、荷物持ちじゃんけんをしたいたり、美羽が影踏みで帰ることを提案したりしていました。				ハママツシ	イ	22	21	3	
0068	0014	完了	静岡県	浜松市	住宅地の交差点	432-8013	静岡県浜松市中区広沢2-16		34.714469	137.714545	"https://www.google.co.jp/maps/@34.7146431,137.714538,3a,33.6y,176.54h,86.89t/data=!3m6!1e1!3m4!1sQ2w6tIn_4Cjhlfq-44dPJg!2e0!7i13312!8i6656"						苺ましまろ	イチゴマシマロ	第8話で、伊藤伸恵たち一行が遊びに行った神社のお祭り帰りのシーンで描かれていた住宅地の交差点。<br />※四方の建物が全て建て替えられ、風景が随分変わってしまっています。				ハママツシ	イ	22	21	3	
0068	0005	完了	静岡県	浜松市	通学路	432-8013	静岡県浜松市中区広沢2-17		34.714891	137.714541	"https://www.google.co.jp/maps/@34.7148671,137.7145364,3a,52y,1.18h,87.22t/data=!3m6!1e1!3m4!1sm1LNAX1-rPLyM0gzAUoLpA!2e0!7i13312!8i6656?hl=ja"	16.0					苺ましまろ	イチゴマシマロ	オープニング冒頭カットをはじめ、第2話の通学シーンや第7話、第8話、第11話と各話で描かれていた住宅街の道。北側の道の先に見えるのは階段ではなく、縞模様に線が描かれている坂道です。<br />第6話では、伊藤千佳たちが学校から帰ってくるシーンでも同じ構図のカットが描かれていました。				ハママツシ	イ	22	21	3	
0068	0015	完了	静岡県	浜松市	民家（駄菓子屋のモデル）	432-8013	静岡県浜松市中区広沢2-18-12		34.715443	137.714620	"https://www.google.co.jp/maps/@34.7155615,137.714476,3a,90y,170.23h,87.93t/data=!3m6!1e1!3m4!1swJtyHydU369jZIFYCzu2hQ!2e0!7i13312!8i6656"						苺ましまろ	イチゴマシマロ	第6話で、アナ・コッポラが、ファミレスで酷い目に合わせてしまったおじいさんに遭遇した駄菓子屋「明文堂」のモデル。<br />作中では実際の民家の1階部分が駄菓子屋に描き変えられています。				ハママツシ	イ	22	21	3	
0068	0006	完了	静岡県	浜松市	広沢小学校	432-8013	静岡県浜松市中区広沢2-51-1		34.716641	137.713461	"https://www.google.co.jp/maps/@34.7159886,137.7142171,3a,49.9y,341.27h,88.77t/data=!3m6!1e1!3m4!1s2v-opGRXEEhPdk-c9PBz6g!2e0!7i13312!8i6656?hl=ja"	14.0				053-454-8335	苺ましまろ	イチゴマシマロ	伊藤千佳、松岡美羽、桜木茉莉、アナ・コッポラの通っている小学校。	http://www.city.hamamatsu-szo.ed.jp/hirosawa-e/	http://www.city.hamamatsu-szo.ed.jp/hirosawa-e/		ハママツシ	イ	22	21	3	
0068	0018	完了	静岡県	浜松市	スクールゾーンの看板	432-8018	静岡県浜松市中区蜆塚1-2		34.712251	137.714840	"https://www.google.co.jp/maps/@34.712266,137.7148705,3a,42.1y,269.46h,107.32t/data=!3m6!1e1!3m4!1sCd9RZYgPdcvFUkIWILCODg!2e0!7i13312!8i6656"						苺ましまろ	イチゴマシマロ	第3話、第7話の通学シーンのカットで描かれていた標識。<br />第8話の祭りの帰りシーンでも同じ構図のカットが描かれていました。<br />第12話で、伊藤伸恵が、サンタやとなかいのコスプレをした伊藤千佳、松岡美羽、アナ・コッポラを連れて桜木茉莉の家に向かうシーンの冒頭カットでも、同じ構図のカットが描かれていました。				ハママツシ	イ	22	21	3	
0068	0001	完了	静岡県	浜松市	民家（桜木家のモデル）	432-8018	静岡県浜松市中区蜆塚1-3-8		34.711740	137.714128	"https://www.google.co.jp/maps/@34.7116057,137.7141852,3a,90y,355.63h,86.95t/data=!3m6!1e1!3m4!1srz12KBuExntcYsRhmTqTKg!2e0!7i13312!8i6656"						苺ましまろ	イチゴマシマロ	桜木茉莉の家のモデル。<br />門や塀は描き足されているものの、建物や駐車スペースの屋根などは中実に描かれています。				ハママツシ	イ	22	21	3	
