作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0690	0001	完了	岩手県	花巻市	花巻駅	025-0092	岩手県花巻市大通り1-1		39.393152	141.110715	"https://www.google.co.jp/maps/@39.3934781,141.1108617,3a,18.5y,196.48h,88.33t/data=!3m7!1e1!3m5!1sBUvqEZJXYwUml081rJTKNg!2e0!3e2!7i13312!8i6656"	14.0		120	3		ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第8話で、穂村千夏と上条春太が、伯母を案じる芹澤直子に付き添って訪れ、伯母を待つ間に路上演奏をしていた駅。				ハナマキシ	ハ	3	6	1	
0690	0002	完了	岩手県	花巻市	身照寺	025-0095	岩手県花巻市石神町389		39.383324	141.101265	"https://www.google.co.jp/maps/@39.3832118,141.1018789,3a,40.3y,304.46h,90.32t/data=!3m6!1e1!3m4!1sWP5EY4SvpOWK20ujMKmn1A!2e0!7i13312!8i6656!6m1!1e1"	17.0		120	3	0198-24-2111	ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第8話で、穂村千夏と上条春太が、芹澤直子の伯母である響子の初恋の人ベンジャントの墓参りに同行して訪れた寺。				ハナマキシ	ハ	3	6	1	
0690	0003	完了	岩手県	花巻市	新花巻駅	025-0011	岩手県花巻市矢沢10-87-7		39.406797	141.173832	"https://www.google.co.jp/maps/@39.4066885,141.1727293,3a,47.3y,128.45h,95.45t/data=!3m6!1e1!3m4!1sFkFvAzzDaqNlyiR0WQcLew!2e0!7i13312!8i6656"	17.0		120	1.2		ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第8話で、芹澤直子の伯母が、初恋の人へ会いに行くのに同行した穂村千夏と上条春太たちが、帰りに利用していた駅。				ハナマキシ	ハ	3	6	1	
0690	0004	完了	東京都	調布市	ドーナツ工房レポロ	182-0002	東京都調布市仙川町1-12-2		35.660728	139.584638	"https://www.google.co.jp/maps/@35.6607464,139.5847025,3a,27.7y,229.3h,89.39t/data=!3m6!1e1!3m4!1sRFhWE_yj3IbBwJEnXBFFBA!2e0!7i13312!8i6656"					03-6382-9120	ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第3話で、穂村千夏たちが、演劇部部長の名越俊也から、マレン・セイのことを聞いていた「ドーナツ工房モリカフェ」のモデル。				チョウフシ	ハ	13	36	2	
0690	0005	完了	静岡県	静岡市	清水中央銀座	424-0817	静岡県静岡市清水区銀座1		35.018643	138.487170	"https://www.google.co.jp/maps/@35.0185523,138.4871299,3a,50.1y,351.8h,80.51t/data=!3m6!1e1!3m4!1smvm5zjc4dcxfK7uoNjknoA!2e0!7i13312!8i6656?hl=ja"						ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第4話の冒頭で、上条春太が荷車を引いていた場所。				シズオカシ	ハ	22	15	3	
0690	0006	完了	静岡県	静岡市	東海大学の北側の交差点	424-0902	静岡県静岡市清水区折戸3-20-1		34.991038	138.514485	"https://www.google.co.jp/maps/@34.991063,138.5144931,3a,58.4y,169.98h,67.12t/data=!3m6!1e1!3m4!1spgLPpLly7arexAilNvqsoA!2e0!7i13312!8i6656?hl=ja"						ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第4話で、住んでいたアパートが取り壊され、学校でテントを張って暮らしていた上条春太が、穂村千夏、成島美代子を伴い、姉・上条南風の車で物件探しに出かけたシーンで、かなりのスピードを出しながらドリフト走行で曲がっていた交差点。				シズオカシ	ハ	22	15	3	
0690	0007	完了	静岡県	静岡市	東海大学入口交差点	424-0902	静岡県静岡市清水区折戸2-4		34.990181	138.511881	"https://www.google.co.jp/maps/@34.9987269,138.5191457,3a,29.2y,128.37h,82.92t/data=!3m6!1e1!3m4!1s0I1k5OjSo2TMh8mAXQ2H5Q!2e0!7i13312!8i6656?hl=ja"						ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第4話で、住んでいたアパートが取り壊され、学校でテントを張って暮らしていた上条春太が、穂村千夏、成島美代子を伴い、姉・上条南風の車で物件探しに出かけたシーンで、「この道をまっすぐ」と言う美代子の指示を無視して、ドリフト走行で曲がっていた交差点。				シズオカシ	ハ	22	15	3	
0690	0008	完了	静岡県	静岡市	旧・観光バス駐車場前の交差点	424-0901	静岡県静岡市清水区三保		34.998627	138.519332	"https://www.google.co.jp/maps/@34.9987269,138.5191457,3a,29.2y,128.37h,82.92t/data=!3m6!1e1!3m4!1s0I1k5OjSo2TMh8mAXQ2H5Q!2e0!7i13312!8i6656?hl=ja"						ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第4話で、住んでいたアパートが取り壊され、学校でテントを張って暮らしていた上条春太が、穂村千夏、成島美代子を伴い、姉・上条南風の車で物件探しに出かけたシーンで、「交差点に来ると意味もなく曲がりたがる」と言う春太の言葉通り、ドリフト走行で華麗なコーナリングを見せていた交差点。				シズオカシ	ハ	22	15	3	
0690	0009	完了	静岡県	静岡市	ヤマヘイ	424-0901	静岡県静岡市清水区三保3515-2		35.004872	138.519799	"https://www.google.co.jp/maps/@35.0051658,138.5195727,3a,15y,143.78h,93.04t/data=!3m6!1e1!3m4!1sECBgZGMTIIB466GoHPwpBg!2e0!7i13312!8i6656?hl=ja"					054-334-0190	ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第4話で、住んでいたアパートが取り壊され、学校でテントを張って暮らしていた上条春太が、穂村千夏、成島美代子を伴い、姉・上条南風の車で物件探しに訪れた不動産屋。<br />作中では店名が「マツダ不動産」になっていました。	http://www.yamahei.co.jp/			シズオカシ	ハ	22	15	3	
0690	0010	完了	静岡県	静岡市	アオイ信販のビル	424-0806	静岡県静岡市清水区辻1-1-18		35.024725	138.488248	"https://www.google.co.jp/maps/@35.024786,138.4881267,3a,33.1y,141.77h,95.59t/data=!3m6!1e1!3m4!1suKQpwplaTTGXXCWiHMnpTg!2e0!7i13312!8i6656?hl=ja"						ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第3話で、草壁先生の個人レッスンを志願するも、春太の妨害で千夏が通うことになった教室（金子フルート）のある建物のモデル。				シズオカシ	ハ	22	15	3	
0690	0011	完了	静岡県	静岡市	大正橋	424-0817	静岡県静岡市清水区銀座		35.017559	138.485097	"https://www.google.co.jp/maps/@35.0176062,138.4851864,3a,28.6y,145.03h,82.74t/data=!3m6!1e1!3m4!1sL9Qs-EogMsY5uWItGK7XsA!2e0!7i13312!8i6656?hl=ja"						ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第1話の中学時代の回想シーンで、部活を終えてクタクタの千夏が、カップルが通り過ぎるのを見ていた橋。				シズオカシ	ハ	22	15	3	
0690	0012	完了	静岡県	静岡市	清水中央図書館	424-0839	静岡県静岡市清水区入江岡町15-23		35.011616	138.479657	"https://www.google.co.jp/maps/@35.0113771,138.4792897,3a,16.5y,357.93h,93.95t/data=!3m6!1e1!3m4!1sBo75mP6rYDsIr-eJMR3YWg!2e0!7i13312!8i6656?hl=ja"					054-354-1331	ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第5話で、千夏と春太たちが、エレファンツ・ブレスを調べていた図書館。				シズオカシ	ハ	22	15	3	
0690	0013	完了	静岡県	静岡市	清水文化会館マリナート	424-0823	静岡県静岡市清水区島崎町214		35.021592	138.489254	"https://www.google.co.jp/maps/@35.0215734,138.4891834,3a,60y,96.33h,87t/data=!3m6!1e1!3m4!1sMdikH2wpDITyr_mo81zeYg!2e0!7i13312!8i6656?hl=ja"						ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第3話で、フルート教室帰りの千夏が、マレン・セイを吹奏楽部にスカウトしようと演劇部を手伝いをする春太と成島さんを目撃していた場所。				シズオカシ	ハ	22	15	3	
0690	0014	完了	静岡県	静岡市	清水南高等学校	424-8622	静岡県静岡市清水区折戸3-2-1		34.983991	138.510597	-					054-334-0431	ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	物語の舞台である千夏と春太たちが通う高校のモデル。原作作者の出身校で、実名で登場しますが、作中で描かれている立地や校舎外観は実物とは異なります。	http://www.shimizuminami.ed.jp/			シズオカシ	ハ	22	15	3	
0690	0015	完了	静岡県	静岡市	日本平動物園	422-8005	静岡県静岡市駿河区池田1767-6		34.980616	138.439153	-					054-262-3251	ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第5話で、千夏と春太たちが、エレファンツ・ブレスの謎を解くヒントを得ようとゾウを見に来ていた動物園。	http://www.nhdzoo.jp/			シズオカシ	ハ	22	15	3	
0690	0016	完了	静岡県	静岡市	灯台下焼鳥センター	424-0901	静岡県静岡市清水区三保		35.011119	138.530427	"https://www.google.com/maps/@35.0111584,138.5305052,3a,49y,253.89h,89.25t/data=!3m6!1e1!3m4!1sM6cNBGPrIPchDkmiBLWnLA!2e0!7i13312!8i6656"						ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第2話で、千夏と春太が、成島美代子に入部してもらうため、国産完熟パイン味のジュースを商店街まで走って買いに行くシーンで背景に描かれていた店。				シズオカシ	ハ	22	15	3	
0690	0017	完了	静岡県	静岡市	住宅街	424-0901	静岡県静岡市清水区三保		35.002057	138.516634	"https://www.google.co.jp/maps/@35.0019463,138.5163095,3a,17.4y,70.62h,89.71t/data=!3m6!1e1!3m4!1stixD5AYFhCr7f-yE29ya1g!2e0!7i13312!8i6656?hl=ja"						ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第1話で、黒板に書かれた暗号を解読した後、学校帰りの春太と千夏が歩いていた場所。				シズオカシ	ハ	22	15	3	
0690	0018	完了	静岡県	静岡市	宮城島硝子建材	424-0901	静岡県静岡市清水区三保962-4		35.001658	138.516564	"https://www.google.co.jp/maps/@35.0016285,138.5164108,3a,75y,63.55h,93.61t/data=!3m6!1e1!3m4!1saI9YYvxHuQ7GNWYPWjXmAw!2e0!7i13312!8i6656?hl=ja"						ハルチカ ～ハルタとチカは青春する～	ハルチカハルタトチカハセイシュンスル	第1話で出てきた千夏の家の設定地。宮城島硝子建材のガレージで、ガレージ部分が丸ごと千夏の家に入れ替えられていますが、隣の建物（宮城島硝子建材の事務所兼住宅？）はそのまま描かれています。				シズオカシ	ハ	22	15	3	
