作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0089	0001	完了	東京都	三鷹市	けやき橋西交差点	181-0012	東京都三鷹市上連雀1		35.704443	139.556523	"https://www.google.co.jp/maps/@35.7044613,139.5561813,3a,75y,96.77h,90.12t/data=!3m4!1e1!3m2!1sclUtKW_dQQ4t58Ik0p9IcA!2e0?hl=ja"	14.0					うさぎドロップ	ウサギドロップ	第6話で河地大吉と鹿賀りんがスーパーで買い物をした帰りに満開の桜を見ながら歩いていた交差点。				ミタカシ	ウ	13	47	2	
0089	0002	完了	東京都	国分寺市	ジョナサン東恋ヶ窪店	185-0014	東京都国分寺市東恋ヶ窪2-36-35		35.710823	139.471754	"https://www.google.co.jp/maps/@35.7109488,139.471761,3a,90y,181.26h,86.65t/data=!3m4!1e1!3m2!1sxqGVW2bieyDYMJIrrn0H_g!2e0?hl=ja"	16.0				042-320-5529 	うさぎドロップ	ウサギドロップ	第5話で河地大吉が鹿賀りんの母親である正子と会ったファミレス。店名は「ガブット」に変えられていました。※閉店しており、建物も撤去済です。	http://www.jonathan.co.jp/shoplist/shopinfo.asp?sid=991	http://www.jonathan.co.jp/shoplist/shopinfo.asp?sid=991		コクブンジシ	ウ	13	31	2	解体
0089	0003	完了	東京都	西東京市	路地	188-0011	東京都西東京市田無町		35.72846	139.54275	-	16.0					うさぎドロップ	ウサギドロップ	第6話で二谷コウキが鹿賀りんを連れ回した路地。				ニシトウキョウシ	ウ	13	37	2	
0089	0004	完了	東京都	西東京市	路地の入口	188-0011	東京都西東京市田無町2		35.727862	139.54325	"https://www.google.co.jp/maps/@35.727833,139.5433047,3a,55.6y,302.01h,78.81t/data=!3m4!1e1!3m2!1sb1wDxBvsCtio1WFhmv0v4Q!2e0?hl=ja"	17.0					うさぎドロップ	ウサギドロップ	第6話で鹿賀りんと通学路を歩いていた二谷コウキが不意に立ち止り、路地に入って行ってしまう場所。二谷コウキが木の枝で傷を付けていた家の塀も見られます。この路地の風景はその行程も含めほぼ完全に再現されています。				ニシトウキョウシ	ウ	13	37	2	
0089	0005	完了	東京都	西東京市	通学路	188-0011	東京都西東京市田無町2		35.728886	139.542629	"https://www.google.co.jp/maps/@35.7289122,139.5426788,3a,45y,228.56h,84.01t/data=!3m4!1e1!3m2!1smEwicjwi8K0acSqg8fa1sA!2e0?hl=ja"	17.0					うさぎドロップ	ウサギドロップ	第6話で二谷コウキが鹿賀りんを路地に連れ回した揚句、本来の通学路に合流した場所。				ニシトウキョウシ	ウ	13	37	2	
0089	0006	完了	東京都	西東京市	中華料理 黄河	188-0011	東京都西東京市田無町2-13-11		35.728751	139.542645	"https://www.google.co.jp/maps/@35.7287133,139.5425647,3a,47.9y,8.02h,81.64t/data=!3m4!1e1!3m2!1srwQ3O_foArmUS1W6RcIAuA!2e0?hl=ja"	17.0				042-467-3187	うさぎドロップ	ウサギドロップ	第6話で二谷コウキが鹿賀りんを連れ回した路地の最後の通りで、この中華料理屋の前を通っています。				ニシトウキョウシ	ウ	13	37	2	
0089	0007	完了	東京都	西東京市	東伏見稲荷神社 	202-0021	東京都西東京市東伏見1-5-38		35.726537	139.557378	"https://www.google.co.jp/maps/@35.7258294,139.5574727,3a,90y,355.02h,96.94t/data=!3m4!1e1!3m2!1svE3QVkkBxuxT03dX4srA7Q!2e0?hl=ja"	16.0				042-461-1125	うさぎドロップ	ウサギドロップ	第8話で登校途中の二谷コウキが寄り道してセミの抜け殻を見つけていた神社。				ニシトウキョウシ	ウ	13	37	2	
0089	0008	完了	愛知県	名古屋市	泥江町交差点	450-0001	愛知県名古屋市中村区那古野		35.172181	136.889627	"https://www.google.co.jp/maps/@35.1722277,136.8893878,3a,90y,166.22h,94.39t/data=!3m4!1e1!3m2!1sll6j4SNgrZAJTJwZdf_nDg!2e0?hl=ja"	15.0					うさぎドロップ	ウサギドロップ	第2話で河地大吉と鹿賀りんが服を買いに行った街の風景。※2012年に東新住建のビルは解体されてしまいました。				ナゴヤシ	ウ	23	1	3	
0089	0009	完了	愛知県	名古屋市	名古屋市営地下鉄 名古屋駅 桜通線ホーム	450-0002	愛知県名古屋市中村区名駅		35.171111	136.883889	-	16.0					うさぎドロップ	ウサギドロップ	第2話で河地大吉が会社から保育園へ向かうために駆け降りる階段が描かれています。				ナゴヤシ	ウ	23	1	3	
0089	0010	完了	愛知県	名古屋市	円頓寺本町商店街（ダイマル婦人服店前）	451-0042	愛知県名古屋市西区那古野2-9		35.176834	136.887768	"https://www.google.co.jp/maps/@35.1768,136.8878,3a,75y,292.5h,94.48t/data=!3m4!1e1!3m2!1spgaV07BZKm9fPZ7BbL-TAw!2e0?hl=ja"						うさぎドロップ	ウサギドロップ	第7話で河地大吉の家に家出してきている前田春子が一人で歩いていた商店街。座標は商店街入口のものになります。				ナゴヤシ	ウ	23	1	3	
