作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0055	0001	完了	北海道	札幌市	札幌市時計台	060-0001	北海道札幌市中央区北一条西2		43.062594	141.353635	"https://www.google.co.jp/maps/@43.0624585,141.3532124,3a,24.2y,71.3h,115.63t/data=!3m6!1e1!3m4!1skhpCGHfIKXwk4tpJqVWh5w!2e0!7i16384!8i8192?hl=ja"	17.0		120	4	011-231-0838	AMNESIA	アムネシア	第1話冒頭及び第11話で主人公がウキョウから逃げ隠れた大学内にある建物のモデル。時計部分の外観のみのモデルで、内部は実際のものとは異なり、講堂のような作りになっていました。	http://www15.ocn.ne.jp/~tokeidai/			サッポロシ	ア	1	1	1	
0055	0002	完了	東京都	港区	レインボーブリッジ	108-0022	東京都港区海岸3		35.635934	139.774371	"https://www.google.co.jp/maps/@35.6360107,139.774699,3a,41.1y,250.91h,91.01t/data=!3m7!1e1!3m5!1sbNNqpsGn_w5Bgm-rR-HEMg!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DbNNqpsGn_w5Bgm-rR-HEMg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D152.34511%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?hl=ja"	13		0			AMNESIA	アムネシア	第10話でウキョウが主人公に別れを告げたシーンで登場。夜景にライトアップされた橋が描かれていました。				ミナトク	ア	13	22	2	
0055	0003	完了	東京都	文京区	肥後細川庭園（旧・新江戸川公園）	112-0015	東京都文京区目白台1-1		35.713116	139.722607	"https://www.google.co.jp/maps/@35.712841,139.722321,85m/data=!3m1!1e3?hl=ja"	17		0			AMNESIA	アムネシア	第4話で主人公と共に帰るシンとトウマが、子供の頃によく遊んだと言っていた「ザリガニ公園」のモデル。				ブンキョウク	ア	13	21	2	
0055	0004	完了	東京都	文京区	新江戸川児童遊園 入口	112-0015	東京都文京区目白台1-1		35.713753	139.72204	"https://www.google.co.jp/maps/@35.7136232,139.7219428,3a,75y,47.04h,80.37t/data=!3m4!1e1!3m2!1spBM_kobTb_IE81hjILuUBw!2e0?hl=ja"	17	○	120			AMNESIA	アムネシア	第4話で主人公と共に帰るシンとトウマが、子供の頃によく遊んだと言っていた「ザリガニ公園」の入口のモデル。<br />※2016年6月1日から閉鎖され、肥後細川庭園（旧・新江戸川公園）と一体化工事が行われ、入口等も解体されてしまいました。				ブンキョウク	ア	13	21	2	解体
0055	0005	完了	東京都	新宿区	バス停	160-0023	東京都新宿区西新宿1-9		35.690574	139.698192	-						AMNESIA	アムネシア	第6話の「茗荷大学」と「セイチ大学」のビリヤード同好会の合同合宿旅行で、一行が集合していた場所。				シンジュクク	ア	13	11	2	
0055	0006	完了	東京都	豊島区	JR 巣鴨駅	170-0002	東京都豊島区巣鴨1-16-1		35.733391	139.739031	"https://www.google.co.jp/maps/@35.733468,139.738726,3a,75y,95.03h,95.8t/data=!3m4!1e1!3m2!1sC-X9yODmOBqH6gqRFva_DA!2e0?hl=ja"						AMNESIA	アムネシア	第7話でケントと縁日に行く約束をした主人公がケントを待っていた駅。<br />主人公が居たのは正面口で、駅名のみ「茗荷駅」に変えられていましたが、その他の部分は細部まで忠実に描かれていました。				トシマク	ア	13	18	2	
0055	0007	完了	東京都	豊島区	サンシャイン60通り	170-0013	東京都豊島区東池袋1		35.729639	139.714598	"https://www.google.co.jp/maps/@35.7298989,139.7153563,3a,24.9y,246.18h,95.85t/data=!3m6!1e1!3m4!1sCNFKvpAtkvW61XF5607VcA!2e0!7i13312!8i6656?hl=ja"						AMNESIA	アムネシア	第8話で主人公がカレンダーに記されていたイッキとの約束の場所である裏路地の場所を知るため、トウマに連れていってもらうシーンで、2人が歩いていた通り。				トシマク	ア	13	18	2	
0055	0008	完了	東京都	豊島区	サンシャイン通り	170-0013	東京都豊島区東池袋1-15		35.730721	139.714987	"https://www.google.co.jp/maps/@35.7307016,139.7152448,3a,59.8y,260.26h,82.76t/data=!3m6!1e1!3m4!1sGIs4h9fmHaQP9Ppx2CYiaQ!2e0!7i13312!8i6656?hl=ja"						AMNESIA	アムネシア	第11話でウキョウが芝生に寝ていた場所。実際には作画のような芝生はありません。				トシマク	ア	13	18	2	
0055	0009	完了	東京都	豊島区	サンシャイン60	170-0013	東京都豊島区東池袋3-1-1		35.729518	139.718174	"https://www.google.co.jp/maps/@35.7245323,139.717459,3a,15y,3.48h,109.52t/data=!3m6!1e1!3m4!1sfNc2a0hNfO7M9X5uq_egzg!2e0!7i16384!8i8192?hl=ja"	16.0					AMNESIA	アムネシア	第3話のバイト帰りのシーンで夕景のビル上部が描かれたカットが挿入されていました。<br />第10話の主人公が大学へ向かうシーン、第11話の主人公がウキョウを助けに向かうシーンの挿入カットでも同じアングルで登場。				トシマク	ア	13	18	2	
0055	0023	完了	東京都	豊島区	東池袋中央公園	170-0013	東京都豊島区東池袋3-1-6		35.730188	139.718687	"https://www.google.co.jp/maps/@35.7303118,139.7184671,2a,30y,123.72h,91.35t/data=!3m6!1e1!3m4!1sNAiBbjmoQ5WqQGXatXzKPw!2e0!7i13312!8i6656?hl=ja"						AMNESIA	アムネシア	第11話で、キョウにカツアゲしようとした男たちが返り討ちに遭っていた公園。				トシマク	ア	13	18	2	
