作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
0436	0001		福岡県	福岡市	NTT天神ビル	810-0001	福岡県福岡市中央区天神		33.588081	130.397574	"https://www.google.co.jp/maps/@33.5888355,130.3995371,3a,15.8y,253.78h,111.77t/data=!3m4!1e1!3m2!1sMQmm3ESMX_gHr4lE7UrP8w!2e0"						スケッチブック ～full color's～	スケッチブックフルカラーズ	第12話。屋上の電波塔が公園の街灯越に描かれていましたが、公園のリニューアルで、この街灯はなくなってしまいました。				フクオカシ	ス	40	1	8		
0436	0002	完了	福岡県	福岡市	福岡信用金庫のオブジェ	810-0001	福岡県福岡市中央区天神1-6-8		33.58963	130.400118	"https://www.google.co.jp/maps/@33.5896703,130.3997962,3a,30.7y,97.87h,92.59t/data=!3m4!1e1!3m2!1swR16gJQUv2pM87kd6J2tgQ!2e0"					092-751-4731	スケッチブック ～full color's～	スケッチブックフルカラーズ	第12話。				フクオカシ	ス	40	1	8		
0436	0003		福岡県	福岡市	イムズ	810-0001	福岡県福岡市中央区天神1-7-11		33.590135	130.400225	"https://www.google.co.jp/maps/@33.5897228,130.3999966,3a,56y,351.64h,113.28t/data=!3m4!1e1!3m2!1sz_b1lfWcXPQmU88NpXtR0w!2e0"						スケッチブック ～full color's～	スケッチブックフルカラーズ	第12話。イムズ越しに天神愛眼ビルなどの建物が描かれていました。				フクオカシ	ス	40	1	8		
0436	0004		福岡県	福岡市	西鉄福岡駅 公園通り口	810-0001	福岡県福岡市中央区天神2-1		33.588859	130.399514	"https://www.google.co.jp/maps/@33.5887376,130.3990205,3a,34y,67.17h,88.31t/data=!3m4!1e1!3m2!1s1kJkR6Qwr97qV8rTh0d_MA!2e0"						スケッチブック ～full color's～	スケッチブックフルカラーズ	第12話。				フクオカシ	ス	40	1	8		
0436	0005		福岡県	福岡市	福岡三越	810-0001	福岡県福岡市中央区天神2-1-1		33.588681	130.399957	"https://www.google.co.jp/maps/@33.5887223,130.4006629,3a,90y,238.29h,109.42t/data=!3m4!1e1!3m2!1sO2gxOGtbrhq6t5GR7AOrbg!2e0"					092-724-3111	スケッチブック ～full color's～	スケッチブックフルカラーズ	第12話。	http://www.m.iwataya-mitsukoshi.co.jp/			フクオカシ	ス	40	1	8		
0436	0006		福岡県	福岡市	喫茶サンドリア	812-0879	福岡県福岡市博多区銀天町1-1-1		33.547154	130.463089	"https://www.google.co.jp/maps/@33.5472691,130.4629174,3a,30y,112.91h,91.76t/data=!3m4!1e1!3m2!1sCxhNajSxaCCc3Q6xlpzb6A!2e0"					092-573-8646	スケッチブック ～full color's～	スケッチブックフルカラーズ	第4話、第13話。<br />※2011年10月末に閉店済。				フクオカシ	ス	40	1	8	閉店	
0436	0007	完了	福岡県	福岡市	グルメシティ雑餉隈店	816-0078	福岡県福岡市博多区竹丘町3-1-1		33.545285	130.46528	"https://www.google.co.jp/maps/@33.5459285,130.4654488,3a,60y,195.21h,111.26t/data=!3m6!1e1!3m4!1sZpEcawN4KaykAQGV6EMPng!2e0!7i13312!8i6656"					092-501-5211	スケッチブック ～full color's～	スケッチブックフルカラーズ	第1話で、梶原空たちが美術部の絵の課題である興味のあるものを探しに出かけたシーンの挿入カットで描かれていた建物。<br />※建物前に描かれている西鉄福岡 天神大牟田線の線路は、2020年に連続立体交差事業（鉄道高架化）によって高架線路となっており、作中とは異なる風景となっています。<br />※マックスバリュ九州がダイエーより店舗を承継し、2015年9月1日以降は「マックスバリュ雑餉隈店」に改名されています。				フクオカシ	ス	40	1	8		0
0436	0026	完了	福岡県	福岡市	県道518号（フラワーショップ エンゼル前）	816-0078	福岡県福岡市博多区竹丘町3-1-1	グルメシティ雑餉隈店 1F	33.545386	130.464988	"https://www.google.co.jp/maps/@33.5455671,130.4649818,3a,42y,171.92h,91.49t/data=!3m6!1e1!3m4!1sZetuZMvE96Quwlbd2M7ljQ!2e0!7i13312!8i6656"						スケッチブック ～full color's～	スケッチブックフルカラーズ	第1話で、梶原空たちが美術部の絵の課題である興味のあるものを探しに出かけたシーンの挿入カットで描かれていた店。<br />グルメシティ雑餉隈店1階の花屋やキャン・ドゥの看板、三井生命（作中では「二井生命」）の看板などが描かれていました。<br />※フラワーショップ エンゼルは閉店済				フクオカシ	ス	40	1	8	閉店	0
0436	0023	完了	福岡県	福岡市	東雲町1389号線	812-0871	福岡県福岡市博多区東雲町1-4		33.545366	130.466222	"https://www.google.co.jp/maps/@33.5452239,130.4666064,3a,34y,288.94h,96.69t/data=!3m6!1e1!3m4!1ssJGXkMe4vPyUJpT745hkVA!2e0!7i13312!8i6656"						スケッチブック ～full color's～	スケッチブックフルカラーズ	第1話冒頭の梶原空によるモノローグシーンで、空が歩く姿が描かれていた場所。				フクオカシ	ス	40	1	8		2
0436	0025	完了	福岡県	福岡市	入江ビル東雲弐番館	812-0871	福岡県福岡市博多区東雲町3-3-1		33.546931	130.467137	"https://www.google.co.jp/maps/@33.5476065,130.4677503,3a,28.7y,210.16h,105.95t/data=!3m6!1e1!3m4!1sxhTM6QYMQc6z3R6BdrjtTw!2e0!7i13312!8i6656"						スケッチブック ～full color's～	スケッチブックフルカラーズ	第1話で、梶原空たちが美術部の絵の課題である興味のあるものを探しに出かけたシーンの挿入カットで描かれていた建物。<br />県道518号線から望む構図で描かれていました。				フクオカシ	ス	40	1	8		0
0436	0008		福岡県	福岡市	西日本鉄道 鉄道事業本部施設部雑餉隈連立工事事務所 前	816-0078	福岡県福岡市博多区竹丘町3-4		33.545294	130.466404	"https://www.google.co.jp/maps/@33.5453016,130.4664115,3a,66.3y,279.63h,89.25t/data=!3m4!1e1!3m2!1sALsVStiEk3KR0UwmrijTcg!2e0"						スケッチブック ～full color's～	スケッチブックフルカラーズ	第1話。座標地点からダイエーグルメシティ雑餉隈店を望む構図で、周囲の建物などが忠実に描かれていました。				フクオカシ	ス	40	1	8		
0436	0027	完了	福岡県	福岡市	雑餉隈2号踏切	812-0879 	福岡県福岡市博多区銀天町3-6		33.545814	130.465256	"https://www.google.co.jp/maps/@33.545874,130.465382,3a,25y,229.8h,92.66t/data=!3m6!1e1!3m4!1sA3aQJruutd-P-hdO3QC5JQ!2e0!7i13312!8i6656"						スケッチブック ～full color's～	スケッチブックフルカラーズ	第1話で、美術部の絵の課題である興味のあるものを探しに出かけた梶原空たちが電車の通過待ちをしていた踏切<br />※連続立体交差事業（鉄道高架化）によって2020年に撤去済				フクオカシ	ス	40	1	8	撤去	2
0436	0019		福岡県	太宰府市	大宰府高等学校創立十周年記念碑	810-0122	福岡県太宰府市高雄2		33.502851	130.541596	"https://www.google.co.jp/maps/@33.5028741,130.541483,3a,24y,91.34h,95.01t/data=!3m6!1e1!3m4!1sQMbVGT514l2sfKpUGPHrRQ!2e0!7i16384!8i8192"						スケッチブック ～full color's～	スケッチブックフルカラーズ	第2話。				ダザイフシ	ス	40	5	8		
0436	0020		福岡県	太宰府市	水門	810-0122	福岡県太宰府市高雄3		33.505360	130.543153	"https://www.google.co.jp/maps/@33.5053302,130.5431057,3a,20y,51.75h,74.87t/data=!3m6!1e1!3m4!1smboAjN3g0felnOJITKkHSA!2e0!7i16384!8i8192"						スケッチブック ～full color's～	スケッチブックフルカラーズ					ダザイフシ	ス	40	5	8		
0436	0021	完了	福岡県	太宰府市	農道	810-0122	福岡県太宰府市高雄3		33.504948	130.543474	-						スケッチブック ～full color's～	スケッチブックフルカラーズ	第1話で、梶原空たちが別名「道教え」という昆虫のハンミョウの後をつける栗原渚に付いて行くシーンの挿入カットで描かれていた農道。				ダザイフシ	ス	40	5	8		0
