作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
0875	0001		茨城県	水戸市	水戸市植物公園	310-0914	茨城県水戸市小吹町504		36.340260	140.421274	"https://www.google.co.jp/maps/@36.3402768,140.4212509,3a,90y,265.0h,112.0t/data=!3m8!1e1!3m6!1sCAoSLEFGMVFpcE5DckttLWRCdVlSbDV5ZGJBTVhsOTViUWZMc21heGRlT0lkYndm!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FCAoSLEFGMVFpcE5DckttLWRCdVlSbDV5ZGJBTVhsOTViUWZMc21heGRlT0lkYndm%3Dw203-h100-k-no-pi-0-ya108.32579-ro-0-fo100!7i8704!8i4352 "					029-243-9311	ももくり	モモクリ	第7話。桃月心也や栗原雪たちが、遠足で訪れた植物園。	http://www.mito-botanical-park.com			ミトシ	モ	8	10	2		
0875	0002		茨城県	水戸市	JR 水戸駅 北口	310-0015	茨城県水戸市宮町1-1		36.371269	140.476086	-						ももくり	モモクリ	第25話。桃月心也と栗原雪が待ち合わせていた場所。				ミトシ	モ	8	10	2		
0875	0003	完了	茨城県	水戸市	水戸駅北口ペデストリアンデッキ（丸井水戸店前のベンチ）	310-0015	茨城県水戸市宮町1-2-4		36.371565	140.476869	"https://www.google.co.jp/maps/@36.3716213,140.476874,3a,73y,246.73h,80.76t/data=!3m6!1e1!3m4!1sXQzYZJpIdkDjN_whPsPaPA!2e0!7i13312!8i6656"					029-225-0101	ももくり	モモクリ	第3話。桃月心也と栗原雪の初デートの待ち合わせ場所。				ミトシ	モ	8	10	2		
0875	0004		茨城県	水戸市	丸井 水戸店	310-0015	茨城県水戸市宮町1-2-4		36.371472	140.477134	"https://www.google.co.jp/maps/@36.3715356,140.4762834,3a,34.9y,96.73h,112.43t/data=!3m6!1e1!3m4!1sdJvvn0s_H5qRmz9DtOA-fQ!2e0!7i13312!8i6656"						ももくり	モモクリ	第9話で、栗原雪たちが水着を買いに来たデパート。					モ	8	10	2		
0875	0005		茨城県	水戸市	水戸の納豆記念碑	310-0015	茨城県水戸市宮町1-7		36.369846	140.475728	"https://www.google.co.jp/maps/@36.3698511,140.475831,3a,24y,200.21h,88.5t/data=!3m7!1e1!3m5!1s4Z7UKwvbr9Q9s4EkeEUVUg!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3D4Z7UKwvbr9Q9s4EkeEUVUg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D269.62445%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656"						ももくり	モモクリ	第3話	http://www.mito-botanical-park.com/			ミトシ	モ	8	10	2		
0875	0006	完了	茨城県	水戸市	シネプレックス水戸	310-0015	茨城県水戸市宮町1−7−44	COMBOX310内	36.369460	140.474518	"https://www.google.co.jp/maps/@36.3696377,140.4755589,3a,32y,257.36h,109.87t/data=!3m6!1e1!3m4!1sXKRlF3kZ6JETLrlU8JCB1g!2e0!7i13312!8i6656"					0570-783-396	ももくり	モモクリ	第3話。桃月心也と栗原雪の初デートで、2人が最初に訪れた映画館。				ミトシ	モ	8	10	2		
0875	0007		茨城県	水戸市	ハースブラウン エクセルみなみ店	310-0015	茨城県水戸市宮町1-7−31	水戸駅ビルEXCEL	36.370075	140.476080	-					029-306-9117	ももくり	モモクリ	第3話。桃月心也と栗原雪の初デートで訪れたパン屋。作中で「中に喫茶スペースのあるパン屋」さんとテロップされていた通り、イートインスペースがあり、2人が座った窓際の席も実在します。作中では、店名が「OVEN FRESH BAKERY」となっていました。	https://www.0101.co.jp/041/			ミトシ	モ	8	10	2		
0875	0008		茨城県	水戸市	二川靴店（ショスールブティック フタカワ）	310-0021	茨城県水戸市南町2-5-1		36.375537	140.472071	"https://www.google.co.jp/maps/@36.375358,140.472093,3a,34.2y,353.28h,94.96t/data=!3m6!1e1!3m4!1sSAJeepGLsnVU64fiRvHaIg!2e0!7i13312!8i6656"					029-221-3660	ももくり	モモクリ	第6話。桃月心也が友人と一緒に訪れたアイスクリーム屋のモデル。				ミトシ	モ	8	10	2		
0875	0009		茨城県	水戸市	南町三丁目商店街	310-0021	茨城県水戸市南町3-3		36.377212	140.467319	"https://www.google.co.jp/maps/@36.3772105,140.4674792,3a,22.3y,267.67h,99.67t/data=!3m6!1e1!3m4!1s5hY3e9ztHJT4OY3mrk1XuA!2e0!7i13312!8i6656"						ももくり	モモクリ	第23話。B'BOP DROPの傾斜した屋根が確認できます。					モ	8	10	2		
0875	0010		茨城県	水戸市	交差点	310-0021	茨城県水戸市南町3-4		36.378418	140.467405	"https://www.google.co.jp/maps/@36.3784605,140.4673664,3a,54y,288.65h,109.91t/data=!3m6!1e1!3m4!1s3C1msIt-a_pkGO5CczSFug!2e0!7i13312!8i6656"						ももくり	モモクリ	交差点から西側を望む構図で、美容院のコワフール和子越しに水戸芸術館のアートタワーが描かれてました。				ミトシ	モ	8	10	2		
