作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0725	0001	完了	岐阜県	岐阜市	flamant	502-0071	岐阜県岐阜市長良158		35.444032	136.774748	"https://www.google.co.jp/maps/@35.444005,136.77464,3a,75y,53.71h,92.32t/data=!3m4!1e1!3m2!1s8humt8MeD7RzGNdY39xdBw!2e0?hl=ja"					058-216-4884	氷菓	ヒョウカ	第21話で伊原摩耶花と千反田えるがバレンタインチョコに結ぶリボンを選んでいた店。	http://www.mariposa-f.com/			ギフシ	ヒ	21	1	3	
0725	0002	完了	岐阜県	高山市	やよいそば角店	506-0005	岐阜県高山市七日町1-43		36.146268	137.25673	"https://www.google.co.jp/maps/@36.14614,137.256627,3a,75y,15.97h,88.87t/data=!3m4!1e1!3m2!1sUf4afjjrpPCUELUpZ43GeQ!2e0?hl=ja"	16.0					氷菓	ヒョウカ	第1話の雨の中の下校シーンで、折木奉太郎と福部里志が信号待ちをしている後ろに描かれていた店。作中では店名が「あすかそば」になっていました。	http://www.yayoi841.com/	http://www.yayoi841.com/		タカヤマシ	ヒ	21	27	3	
0725	0003	完了	岐阜県	高山市	鍛冶橋	506-0011	岐阜県高山市本町3		36.143123	137.258001	"https://www.google.co.jp/maps/@36.143417,137.258165,3a,75y,205.19h,88.07t/data=!3m4!1e1!3m2!1sDBe4shPnvWFpqpSzRYEEgg!2e0?hl=ja"	15.0					氷菓	ヒョウカ	オープニングのタイトルバックは弥生橋から鍛冶屋橋を見た構図の風景になります。第18話では、図書館から戻ってきた折木奉太郎と千反田えるが渡っていたのもこの橋でした。橋の下流から北を望む遠景で橋や周りの建物、遠くの山などが、アップのシーンでは欄干の彫刻も描かれていました。				タカヤマシ	ヒ	21	27	3	
0725	0004	完了	岐阜県	高山市	鍛冶橋交差点	506-0011	岐阜県高山市本町3		36.142989	137.257585	"https://www.google.co.jp/maps/@36.143051,137.257767,3a,75y,337.46h,84.38t/data=!3m4!1e1!3m2!1s8uXRiIQZGmFZkDXfFIZ7jg!2e0?hl=ja"	15.0					氷菓	ヒョウカ	折木奉太郎と福部里志の下校シーンで作中度々登場する交差点。第18話で奉太郎と千反田えるが分かれていたのもこの交差点でした。				タカヤマシ	ヒ	21	27	3	
0725	0005	完了	岐阜県	高山市	鍛冶橋交差点	506-0011	岐阜県高山市本町3		36.142969	137.257679	"https://www.google.co.jp/maps/@36.143051,137.257767,3a,75y,203.18h,90.79t/data=!3m4!1e1!3m2!1s8uXRiIQZGmFZkDXfFIZ7jg!2e0?hl=ja"	15.0					氷菓	ヒョウカ	第4話で千反田家に行くために、自転車に乗る折木奉太郎が同じく自転車に乗る福部里志と待ち合わせをしていた場所。				タカヤマシ	ヒ	21	27	3	
0725	0006	完了	岐阜県	高山市	ベンチ	506-0011	岐阜県高山市本町3		36.1436	137.257467	"https://www.google.co.jp/maps/@36.143539,137.257385,3a,75y,42.46h,85.01t/data=!3m4!1e1!3m2!1s-xPKHzOETxcqcL49IA9YFA!2e0?hl=ja"						氷菓	ヒョウカ	第11話で折木奉太郎が真相に辿り着いたと思っていた2年F組のクラス制作映画の脚本問題が、実はそれが思い込みに過ぎなかったことを悟り、自分の浅はかさを思い知って落ち込んで座っていたベンチ。				タカヤマシ	ヒ	21	27	3	
0725	0007	完了	岐阜県	高山市	高山市民プール	506-0054	岐阜県高山市赤保木町1636-1		36.157946	137.231262	"https://www.google.co.jp/maps/@36.158305,137.231223,3a,75y,150.21h,87.05t/data=!3m4!1e1!3m2!1sYYP2GmOuY8RJoeTryrDIuQ!2e0?hl=ja"					0577-32-4008	氷菓	ヒョウカ	第11.5話で姉・折木供恵の紹介で折木奉太郎が監視員のアルバイトをすることになったプールで、千反田えるたちが奉太郎を冷やかしに遊びに来ていました。				タカヤマシ	ヒ	21	27	3	
0725	0008	完了	岐阜県	高山市	川沿いの道	506-0834	岐阜県高山市宗猷寺町		36.141464	137.265206	"https://www.google.co.jp/maps/@36.141325,137.265324,3a,75y,323.04h,87.57t/data=!3m4!1e1!3m2!1sLCv3_aLCoyHJABMB3WOxuQ!2e0?hl=ja"						氷菓	ヒョウカ	第4話で折木奉太郎と福部里志が自転車で千反田家に向かうシーンの挿入カットで登場。				タカヤマシ	ヒ	21	27	3	
0725	0009	完了	岐阜県	高山市	T字路	506-0834	岐阜県高山市宗猷寺町		36.140827	137.265343	"https://www.google.co.jp/maps/@36.141001,137.265312,3a,75y,184.99h,89.42t/data=!3m4!1e1!3m2!1sveyDfy1WVLVws5RI2nHklQ!2e0?hl=ja"						氷菓	ヒョウカ	第4話で折木奉太郎と福部里志が自転車で千反田家に向かうシーンで、塩谷酒店の次のカットに出てくるT字路です。塩谷酒店よりも北上した辺りで、順路通りには作画されていまいようです。				タカヤマシ	ヒ	21	27	3	
0725	0010	完了	岐阜県	高山市	公園	506-0834	岐阜県高山市宗猷寺町		36.141254	137.26542	"https://www.google.co.jp/maps/@36.14114,137.265437,3a,75y,23.06h,80.93t/data=!3m4!1e1!3m2!1sDUAwr7tQoOtGK3FgsAk5ew!2e0?hl=ja"						氷菓	ヒョウカ	第4話で折木奉太郎と福部里志が自転車で千反田家に向かうシーンで奉太郎たちの背景に描かれていた公園遊具はこの公園のものと思われます。				タカヤマシ	ヒ	21	27	3	
0725	0011	完了	岐阜県	高山市	民家	506-0834	岐阜県高山市宗猷寺町		36.140996	137.265318	"https://www.google.co.jp/maps/@36.14114,137.265437,3a,75y,183.67h,92.95t/data=!3m4!1e1!3m2!1sDUAwr7tQoOtGK3FgsAk5ew!2e0?hl=ja"						氷菓	ヒョウカ	第4話で折木奉太郎と福部里志が自転車で千反田家に向かうシーンで描かれていた大きなトタンの建物。				タカヤマシ	ヒ	21	27	3	
