作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0370	0001	完了	東京都	千代田区	JR 東京駅（鉄道会館ビル）	100-0005	東京都千代田区丸の内1-9-1		35.680368	139.768165	-						3月のライオン	サンガツノライオン	第1話の桐山零が将棋会館へ向かうシーンで、1954年（昭和29年）竣工のビルが描かれていましたが、2007年10月31日に閉鎖され、その後解体。解体跡地は八重洲口駅前広場として整備されました。				チヨダク	サ	13	17	2	解体
0370	0002	完了	東京都	千代田区	JR 御茶ノ水駅	101-0062	東京都千代田区神田駿河台2-6-1		35.699697	139.764560	-	17					3月のライオン	サンガツノライオン	第1話の桐山零が将棋会館へ向かうシーンで、東京駅から中央線の快速高尾行に乗車した零が、各駅停車に乗り換えるため（快速は千駄ヶ谷に停まらないため）に降り、ホームで電車待ちをしていた駅。				チヨダク	サ	13	17	2	
0370	0003	完了	東京都	中央区	壽堂	103-0013	東京都中央区日本橋人形町2-1-4		35.684387	139.784244	"https://www.google.co.jp/maps/@35.6843715,139.7841214,3a,23.5y,81.88h,86.14t/data=!3m6!1e1!3m4!1shOmc93MM-yo7NlXSL2mm2A!2e0!7i16384!8i8192"					03-3666-4804	3月のライオン	サンガツノライオン	川本三姉妹の祖父が経営する和菓子屋「三日月堂」の店舗モデル。立地モデルは、つくだに丸久です。				チュウオウク	サ	13	16	2	
0370	0089	完了	東京都	中央区	南高橋から望む亀島川沿いのビル群	104-0032	東京都中央区八丁堀4		35.673850	139.780724	"https://www.google.co.jp/maps/@35.6730397,139.7815799,3a,15y,317.94h,93.54t/data=!3m6!1e1!3m4!1skdzizSGhRG7vsyPyFPleKA!2e0!7i16384!8i8192"						3月のライオン	サンガツノライオン	第13話の桐山零が島田開八段と対局するため将棋会館に向かうシーンで、南高橋から上流を望む遠景で高橋を渡る零や、亀島川、ソーラシア八丁堀、KSK Eastビルなど川沿いのビル群が描かれていました。				チュウオウク	サ	13	16	2	
0370	0090	完了	東京都	中央区	鍛冶屋通り（首都高付近）	104-0032	東京都中央区八丁堀4-1		35.674750	139.773027	"https://www.google.co.jp/maps/@35.6746922,139.7732078,3a,35y,279.56h,85.25t/data=!3m6!1e1!3m4!1sZKFuXetvWxzvh7IbuAG5DA!2e0!7i16384!8i8192"						3月のライオン	サンガツノライオン	第13話で、島田開八段と対局するため将棋会館に向かう桐山零が歩いていた場所。<br />第13話将棋会館への行程④				チュウオウク	サ	13	16	2	
0370	0091	完了	東京都	中央区	鍛冶屋通り（弾正橋）	104-0032	東京都中央区八丁堀4-1		35.674811	139.772894	"https://www.google.co.jp/maps/@35.6748209,139.7730559,3a,49.2y,83.37h,92.37t/data=!3m6!1e1!3m4!1su4QXWZKwDrXB8sh8yTvrkA!2e0!7i16384!8i8192"						3月のライオン	サンガツノライオン	第13話で、島田開八段と対局するため将棋会館に向かう桐山零が歩いていた場所。高架下から住友不動産八丁堀ビルを正面に望む構図で鍛冶屋通りが描かれていました。<br />第13話将棋会館への行程⑤				チュウオウク	サ	13	16	2	
0370	0092	完了	東京都	中央区	鍛冶屋通り（パークキューブ八丁堀前）	104-0032	東京都中央区八丁堀4-8		35.674531	139.776334	"https://www.google.co.jp/maps/@35.6743118,139.7763191,3a,18.6y,9.31h,89.2t/data=!3m6!1e1!3m4!1sc18Yn0Gr1hHg5HBvcyKhMg!2e0!7i13312!8i6656"						3月のライオン	サンガツノライオン	第13話で、島田開八段と対局するため将棋会館に向かう桐山零が歩いていた場所。<br />ビル裏の路地から鍛冶屋通りを望む構図で、零が歩く姿が描かれていました。エアコンの室外機まで忠実に描かれています。<br />第13話将棋会館への行程④				チュウオウク	サ	13	16	2	
0370	0004	完了	東京都	中央区	高橋	104-0032	東京都中央区八丁堀4-14		35.674536	139.780232	"https://www.google.co.jp/maps/@35.6744668,139.7799454,3a,18.6y,70.3h,92.46t/data=!3m6!1e1!3m4!1sNhJSf0qBr7QeA5wx5VJy-A!2e0!7i16384!8i8192"						3月のライオン	サンガツノライオン	第1話で、将棋会館へ向かう桐山零が渡っていた橋。<br />第6話では、三敗となった零が墨を飲んだような気持ちで渡っていました。<br />第7話冒頭でが、学校に向かう零が渡っていました。<br />第13話では、島田開八段と対局するため将棋会館に向かう零が渡っていました。第13話将棋会館への行程③<br />その他、第2話、第3話、第8話など各話で登場していました。				チュウオウク	サ	13	16	2	
0370	0005	完了	東京都	中央区	中央大橋	104-0033	東京都中央区新川2		35.671729	139.784433	"https://www.google.co.jp/maps/@35.6711497,139.7841263,2a,51.8y,25.07h,106.59t/data=!3m6!1e1!3m4!1satVhRQdjmBL7lhYD6QiwyA!2e0!7i13312!8i6656"						3月のライオン	サンガツノライオン	第2話で、食料の蓄えの尽きた桐山零が、買い物に行く際に渡っていた橋。<br />零の住むマンションのある町（「六月町」）と川本家のある「三月町」を繋ぐ橋で、川本家への行き帰りのシーンで頻繁に登場していました。				チュウオウク	サ	13	16	2	
0370	0006	完了	東京都	中央区	銅像「メッセンジャー」	104-0033	東京都中央区新川2		35.672112	139.784493	"https://www.google.co.jp/maps/@35.6724695,139.7844876,2a,15y,175.57h,104.25t/data=!3m6!1e1!3m4!1s_xT5aGqR1zAlAYvy7JFB_Q!2e0!7i13312!8i6656"						3月のライオン	サンガツノライオン	第4話で、桐山零が、騒がしい川本家から静かな自分の家へ帰るシーンの挿入カットで描かれていた銅像。				チュウオウク	サ	13	16	2	
