作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0161	0001	完了	茨城県	稲敷郡	土浦駐屯地	300-0301	茨城県稲敷郡阿見町青宿121-1		36.04955	140.222111	-	16.0		0			ガールズ&パンツァー	ガールズアンドパンツァー	第10話で西住みほたちの見つけた三式中戦車が置いてあった駐車場のモデル。実際の駐屯地の駐車場にも全く同じように三式中戦車が置いてあります。				イナシキグン	カ	8	29	2	
0161	0002	完了	茨城県	水戸市	COOK FAN	310-0841	茨城県水戸市酒門町3322-1		36.336143	140.484841	"https://www.google.co.jp/maps/@36.336472,140.485021,3a,75y,200.65h,93.02t/data=!3m4!1e1!3m2!1soi9YPXq8OWU7fK8bmsylIw!2e0?hl=ja"	17.0		120	3	0120-29-3998	ガールズ&パンツァー	ガールズアンドパンツァー	第10話で角谷杏たち生徒会の3人が、決勝戦前の景気付けにとトンカツを食べに行った店。店舗のロケーションこそ異なりますが、店舗の外観は店名も含め忠実に再現されていました。				ミトシ	カ	8	10	2	
0161	0003	完了	茨城県	東茨城郡	電化プラザヤギヤ 前	311-1301	茨城県東茨城郡大洗町磯浜町		36.314635	140.571978	"https://www.google.co.jp/maps/@36.314604,140.571919,3a,75y,98.36h,99.97t/data=!3m4!1e1!3m2!1s1ydM83sEDPvtHRYk1VaoLA!2e0?hl=ja"	17.0		120	1.2		ガールズ&パンツァー	ガールズアンドパンツァー	第3話で大洗女子学園と聖グロリアーナ女学院の戦車道親善試合開催の横断幕が張られていた場所。				ヒガシイバラキグン	カ	8	13	2	
0161	0004	完了	茨城県	東茨城郡	大洗鳥居坂道 1	311-1301	茨城県東茨城郡大洗町磯浜町		36.314001	140.586601	"https://www.google.co.jp/maps/@36.314008,140.586606,3a,75y,34.88h,90.37t/data=!3m4!1e1!3m2!1srOmiheGvgtR3GslcfVJpyA!2e0?hl=ja"	17.0		120	3		ガールズ&パンツァー	ガールズアンドパンツァー	第4話で聖グロリアーナ女学院の包囲から逃走したIV号中戦車D型、III号突撃砲F型、八九式中戦車甲型の3輌が走っていた道。				ヒガシイバラキグン	カ	8	13	2	
0161	0005	完了	茨城県	東茨城郡	大洗鳥居坂道 2	311-1301	茨城県東茨城郡大洗町磯浜町		36.31382	140.586446	"https://www.google.co.jp/maps/@36.314008,140.586606,3a,75y,217.58h,100.22t/data=!3m4!1e1!3m2!1srOmiheGvgtR3GslcfVJpyA!2e0?hl=ja"	17.0		120	1.5		ガールズ&パンツァー	ガールズアンドパンツァー	第4話で聖グロリアーナ女学院の包囲から逃走したIV号中戦車D型、III号突撃砲F型、八九式中戦車甲型の3輌が走っていた道。				ヒガシイバラキグン	カ	8	13	2	
0161	0006	完了	茨城県	東茨城郡	大洗鳥居下交差点	311-1301	茨城県東茨城郡大洗町磯浜町		36.313323	140.585952	"https://www.google.co.jp/maps/@36.313218,140.586003,3a,75y,175.28h,90.98t/data=!3m4!1e1!3m2!1sbcHVW3oDpzB1NrCS-mOpfA!2e0?hl=ja"	16.0		120	3		ガールズ&パンツァー	ガールズアンドパンツァー	第4話で聖グロリアーナ女学院の包囲から逃走したIV号中戦車D型、III号突撃砲F型、八九式中戦車甲型の3輌が走っていた道。交差点から南側の大洗岬方面を見た構図で描かれていました。				ヒガシイバラキグン	カ	8	13	2	
0161	0007	完了	茨城県	東茨城郡	若見屋交差点脇の駐車場	311-1301	茨城県東茨城郡大洗町磯浜町		36.313563	140.569716	"https://www.google.co.jp/maps/@36.313681,140.569663,3a,75y,156.28h,94.19t/data=!3m4!1e1!3m2!1s3bn07PApnNz-by782MnP_w!2e0?hl=ja"	17.0		120	2.3		ガールズ&パンツァー	ガールズアンドパンツァー	第3話の聖グロリアーナ女学院との親善試合開始前のカットで、あんこう焼きなどの複数の屋台が営業していた駐車場。				ヒガシイバラキグン	カ	8	13	2	
0161	0008	完了	茨城県	東茨城郡	民家	311-1301	茨城県東茨城郡大洗町磯浜町		36.312181	140.567456	"https://www.google.co.jp/maps/@36.312059,140.567514,3a,75y,336.62h,91.02t/data=!3m4!1e1!3m2!1sLcZqzeEaWH1cLNukTtx6Qw!2e0?hl=ja"	17.0		120	2		ガールズ&パンツァー	ガールズアンドパンツァー	第4話で市街地に逃げ込み姿を消した大洗女子学園の戦車を探す聖グロリアーナ女学院のマチルダII 歩兵戦車の背景に描かれていた建物。				ヒガシイバラキグン	カ	8	13	2	
0161	0009	完了	茨城県	東茨城郡	金子屋薬局 前	311-1301	茨城県東茨城郡大洗町磯浜町		36.312218	140.567498	"https://www.google.co.jp/maps/@36.312314,140.567625,3a,75y,221.23h,91.47t/data=!3m4!1e1!3m2!1sMscPIVUb40UznJZOdjxMaA!2e0?hl=ja"	17.0		120	3		ガールズ&パンツァー	ガールズアンドパンツァー	第4話で市街地に逃げ込み姿を消した大洗女子学園の戦車を探す聖グロリアーナ女学院のマチルダII 歩兵戦車が、路地に隠れていた八九式中戦車甲型の砲撃を食らっていた場所。右手に高柳建材金物店、左手に金子屋薬局などが描かれており、薬局の名前だけが「兼子屋薬局」に変えられていました。八九式が隠れていた金子屋薬局横の路地は実際には存在しません。				ヒガシイバラキグン	カ	8	13	2	
0161	0010	完了	茨城県	東茨城郡	米藤金物店前の交差点	311-1301	茨城県東茨城郡大洗町磯浜町		36.314922	140.572729	"https://www.google.co.jp/maps/@36.314919,140.572737,3a,75y,72.95h,90.56t/data=!3m4!1e1!3m2!1snSF6arBgy6ym4bvnzFo3AQ!2e0?hl=ja"	17.0		120	3		ガールズ&パンツァー	ガールズアンドパンツァー	第4話で残り1輌になってしまったIV号中戦車D型が、聖グロリアーナ女学院の戦車2輌の追撃を受けながら全速力で逃走していた道。北西方向から逃げて来てこの交差点を東へ曲がり、割烹旅館肴屋本店方向へ向かって走って行きました。				ヒガシイバラキグン	カ	8	13	2	
