作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0354	0001	完了	東京都	中央区	グリルスイス	104-0061	東京都中央区銀座3-5-16		35.672697	139.76592	"https://www.google.co.jp/maps/@35.672667,139.765808,3a,75y,89.62h,86.02t/data=!3m4!1e1!3m2!1sliZSSXgQosgAHE7MBgy9iw!2e0?hl=ja"	19		120	1.9	03-3563-3206	坂道のアポロン	サカミチノアポロン	第5話で西見薫と川渕千太郎が薫の母にカツカレーを御馳走になった洋食屋。				チュウオウク	サ	13	16	2	
0354	0002	完了	東京都	中央区	白いばら	104-0061	東京都中央区銀座3-5-18		35.672899	139.766156	"https://www.google.co.jp/maps/@35.672905,139.766061,3a,75y,149.07h,97.59t/data=!3m4!1e1!3m2!1s-lRWa1R5M66Gd7JAg3dVsQ!2e0?hl=ja"	19		120	1	03-3564-0967	坂道のアポロン	サカミチノアポロン	第5話で西見薫と川渕千太郎 ボンが訪ねた、薫の母親が務めるキャバレー「夢の国 青い蝶々」のモデル。従業員募集の看板も忠実に描かれています。	http://www.ginzanoyoru.com/shopinfo/35640967/35640967.html	http://www.ginzanoyoru.com/shopinfo/35640967/35640967.html		チュウオウク	サ	13	16	2	
0354	0003	完了	東京都	中央区	銀座5丁目 中央通り	104-0061	東京都中央区銀座5		35.670794	139.764563	"https://www.google.co.jp/maps/@35.6708165,139.7645879,3a,75y,8.13h,109.04t/data=!3m4!1e1!3m2!1st3TGorD4advWd9LH7ZcXOQ!2e0?hl=ja"	17		120	1.4		坂道のアポロン	サカミチノアポロン	第5話で西見薫の母親を訪ねて薫と川渕千太郎が訪れた銀座の街。作品の設定が1960年代のため、作中では、和光ビル（1932年竣工）と三愛ビル（1963年竣工）以外は、現在のビルに建て替えられる前の建物が描かれています。				チュウオウク	サ	13	16	2	
0354	0004	完了	東京都	文京区	旧細川侯爵邸（和敬塾本館）	112-8682	東京都文京区目白台1-21-2		35.714118	139.723286	"https://www.google.co.jp/maps/@35.714123,139.72327,42m/data=!3m1!1e3?hl=ja"	17		0			坂道のアポロン	サカミチノアポロン	西見薫が住んでいる屋敷のモデル。	http://www.wakei.org/honkan/	http://www.wakei.org/honkan/		ブンキョウク	サ	13	21	2	
0354	0005	完了	東京都	新宿区	慶應義塾大学病院	160-8582	東京都新宿区信濃町35		35.681204	139.717602	"https://www.google.co.jp/maps/@35.680804,139.718631,3a,75y,90t/data=!3m5!1e2!3m3!1s86687114!2e1!3e10?hl=ja"					03-3353-1211	坂道のアポロン	サカミチノアポロン	第12話で高校卒業の8年後の西見薫が研修医として勤めていた病院。	http://www.hosp.keio.ac.jp/	http://www.hosp.keio.ac.jp/		シンジュクク	サ	13	11	2	
0354	0006	完了	長崎県	佐世保市	亀山八幡宮	857-0028	長崎県佐世保市八幡町3-3		33.181855	129.717207	-	16.0					坂道のアポロン	サカミチノアポロン	第2話で西見薫がクラスメイトたちからイジメを受けようとしていた神社。川渕千太郎がドロップキックを放った階段こそあるものの、狛犬の形や建物の配置など細部は大分異なります。				サセボシ	サ	42	10	8	
0354	0007	完了	長崎県	佐世保市	佐世保北高校	857-0028	長崎県佐世保市八幡町6-31		33.180906	129.71932	"https://www.google.co.jp/maps/@33.1800031,129.7190441,3a,75y,50.91h,95.3t/data=!3m4!1e1!3m2!1s6eYBivUCkPBuSQXjgMluZA!2e0?hl=ja"	14.0				0956-42-5330	坂道のアポロン	サカミチノアポロン	西見薫たちが通う「東高」のモデル。作中の登下校シーンに描かれている坂道も実在しています。				サセボシ	サ	42	10	8	
0354	0008	完了	長崎県	佐世保市	黒島天主堂	857-3271	長崎県佐世保市黒島町3333		33.139148	129.537008	"https://www.google.co.jp/maps/@33.139303,129.537059,3a,75y,90t/data=!3m5!1e2!3m3!1s2835085!2e1!3e10?hl=ja"						坂道のアポロン	サカミチノアポロン	第12話で8年の歳月を経て西見薫が川渕千太郎と再会した教会。				サセボシ	サ	42	10	8	
0354	0009	完了	長崎県	佐世保市	三浦町カトリック教会	857-0863	長崎県佐世保市三浦町4-25		33.165956	129.725959	"https://www.google.co.jp/maps/@33.165747,129.725758,3a,75y,90t/data=!3m5!1e2!3m3!1s35778623!2e1!3e10?hl=ja"	16.0				0956-22-5701	坂道のアポロン	サカミチノアポロン	第2話で川渕千太郎と迎律子が日曜のお祈りに参加していた教会。全体の建物から、礼拝堂の入り口、西見薫が律子と待ち合わせをしていたキリスト像も忠実に描かれています。				サセボシ	サ	42	10	8	
0354	0010	完了	長崎県	佐世保市	JR 佐世保駅	857-0863	長崎県佐世保市三浦町21-1		33.163861	129.725731							坂道のアポロン	サカミチノアポロン	第12話で西見薫が上京の電車に乗った駅。駅舎は設定年代（昭和40年代）を反映して、2001年に建て替えられる前のものが描かれています。				サセボシ	サ	42	10	8	
