作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0037	0001	完了	千葉県	千葉市	稲毛高等学校	261-0003	千葉県千葉市美浜区高浜3-1-1		35.620431	140.068409	"https://www.google.co.jp/maps/@35.620729,140.069181,3a,75y,231.74h,98.98t/data=!3m4!1e1!3m2!1sL1cTgIoTYlYvj3kYl1lp1Q!2e0?hl=ja"	16.0		120	2.2	043-277-4400	あっちこっち	アッチコッチ	御庭つみきたちが通う「猫毛高等学校」のモデル。オープニングの他、各話で登場します。	http://www.inage-h.ed.jp/	http://www.inage-h.ed.jp/		チバシ	ア	12	1	2	
0037	0002	完了	千葉県	千葉市	稲毛海浜公園	261-0003	千葉県千葉市美浜区高浜7-1-1		35.618721	140.062205	-	14.0		0		043-279-8440	あっちこっち	アッチコッチ	第5話で御庭つみきたちが遊びに訪れた「猫毛海浜公園広場」のモデル。背景の時計や東屋、照明、風車、ビーチセンターなどかなり忠実に描かれていました。	http://www.city.chiba.jp/toshi/koenryokuchi/kanri/mihama/inagekaihinkoen.html	http://www.city.chiba.jp/toshi/koenryokuchi/kanri/mihama/inagekaihinkoen.html		チバシ	ア	12	1	2	
0037	0003	完了	千葉県	千葉市	稲毛海岸UNO	261-0004	千葉県千葉市美浜区高洲1-20	稲毛海岸UNOビル	35.63022	140.073129	"https://www.google.co.jp/maps/@35.629861,140.07317,3a,75y,357.67h,105.72t/data=!3m4!1e1!3m2!1s_RHQEb7inEEu_0rz01yUJQ!2e0?hl=ja"	17.0		120	1	043-270-5015	あっちこっち	アッチコッチ	第1話で御庭つみきたちが遊びに行ったゲームセンターの建物のモデル。	http://www.towa-js.co.jp/store/store_lineup.php	http://www.towa-js.co.jp/store/store_lineup.php		チバシ	ア	12	1	2	
0037	0004	完了	千葉県	千葉市	ビル間	261-0004	千葉県千葉市美浜区高洲1-20		35.63017	140.072934	"https://www.google.co.jp/maps/@35.63003,140.073053,3a,75y,318h,97.32t/data=!3m4!1e1!3m2!1sBO9mXg4avrBiawLFTs_dwQ!2e0?hl=ja"	17.0		120	1.2		あっちこっち	アッチコッチ	第10話Aパート冒頭で音無伊御が自動販売機でミルクココアを買っていたビル間の道で、ここから着ぐるみを着た片瀬真宵を発見します。実際には自動販売機はありません。道を挟んだ向こう側にロイヤルホストが見える場所です。				チバシ	ア	12	1	2	
0037	0005	完了	千葉県	千葉市	イオンマリンピア店	261-8513	千葉県千葉市美浜区高洲3-13-1		35.628432	140.073161	"https://www.google.co.jp/maps/@35.629254,140.072775,3a,75y,150.88h,94.49t/data=!3m4!1e1!3m2!1svbr-yH90K5I79HYutCmzEg!2e0?hl=ja"	16.0		120	2.3	043-277-6111	あっちこっち	アッチコッチ	第1話、第12話冒頭の駅前風景として描かれていました。	http://www.aeon.jp/aeon/marinpia/	http://www.aeon.jp/aeon/marinpia/		チバシ	ア	12	1	2	
0037	0006	完了	千葉県	千葉市	ル・グレ館	261-0004	千葉県千葉市美浜区高洲3-15		35.627381	140.073065	-	17.0		0		043-279-2744	あっちこっち	アッチコッチ	音無伊御、春野姫、戌井榊がバイトをしている喫茶店「ハチポチ」のモデル。	http://www.gre.shop-site.jp/legre/	http://www.gre.shop-site.jp/legre/		チバシ	ア	12	1	2	
0037	0007	完了	千葉県	千葉市	イオンマリンピア専門館 搬出入口	261-0004	千葉県千葉市美浜区高洲3-21		35.628386	140.075681	"https://www.google.co.jp/maps/@35.628207,140.07559,3a,75y,344.87h,107.86t/data=!3m4!1e1!3m2!1sedKinyCCPGpEV45h_x5bRA!2e0?hl=ja"	17.0		120	1		あっちこっち	アッチコッチ	第10話で「ハチポチ」のバイト帰りに音無伊御が御庭つみきのために自動販売機でミルクココアを買っていた場所。自動販売機の場所は実際のものと異なります。				チバシ	ア	12	1	2	
0037	0008	完了	千葉県	千葉市	アリーム稲毛海岸	261-0004	千葉県千葉市美浜区高洲3-22-2		35.628746	140.075978	"https://www.google.co.jp/maps/@35.628645,140.076434,3a,75y,276.01h,119.28t/data=!3m4!1e1!3m2!1sHmkC8r-9RLae979SIixAsQ!2e0?hl=ja"	17.0		120	1.1		あっちこっち	アッチコッチ	第8話冒頭に登場した御庭つみきの住むマンション。				チバシ	ア	12	1	2	
0037	0009	完了	千葉県	千葉市	JR 稲毛海岸駅	261-0004	千葉県千葉市美浜区高洲3-24-1		35.6295	140.073889	"https://www.google.co.jp/maps/@35.629195,140.073012,3a,75y,90t/data=!3m5!1e2!3m3!1s31144753!2e1!3e10?hl=ja"	15.0		0			あっちこっち	アッチコッチ	御庭つみきたちが利用している「猫毛高校」最寄りの「猫毛海岸駅」のモデルで、登校時につみきが音無伊御を待っているのがこの駅前で、作中度々登場します。オープニングにも登場。作中に描かれている駅前の猫の銅像は、実際には家族の銅像で、台座には「猫」の代わりに「人」と刻まれています。				チバシ	ア	12	1	2	
0037	0010	完了	千葉県	千葉市	JR 稲毛海岸駅 駅前	261-0004	千葉県千葉市美浜区高洲3-24-1		35.629468	140.072196	"https://www.google.co.jp/maps/@35.629667,140.071825,3a,75y,137.56h,94.93t/data=!3m4!1e1!3m2!1s5kxJI_0_5mswt6dow85oRQ!2e0?hl=ja"	17.0		120	3		あっちこっち	アッチコッチ	第10話で御庭つみきが音無伊御を待っていた街路樹の前で、垣根に隠れて伊御と片瀬真宵がこれを監視し、真宵が着ぐるみで驚かそうとします。				チバシ	ア	12	1	2	
