作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0924	0001	完了	東京都	千代田区	万世橋	101-0021	東京都千代田区外神田1		35.697195	139.770799	"https://www.google.co.jp/maps/@35.6972824,139.7709105,3a,35.6y,229.79h,90.16t/data=!3m6!1e1!3m4!1s3sR0ETwmW_2TXm71fDsrUw!2e0!7i13312!8i6656?hl=ja"	16					ラブライブ！ サンシャイン!!	ラブライブサンシャイン	「東京スクールアイドルワールド」へ参加するために上京した高海千歌が、朝一人でランニングをしていた場所その5。				チヨダク	ラ	13	17	2	
0924	0002	完了	東京都	千代田区	明神男坂	101-0021	東京都千代田区外神田2-16		35.701450	139.768135	"https://www.google.co.jp/maps/@35.7013852,139.7683973,3a,35.6y,281.13h,91.62t/data=!3m6!1e1!3m4!1se-LYj9Gp7ewiH8ZZIgcf2Q!2e0!7i13312!8i6656?hl=ja"	18		120	1.6		ラブライブ！ サンシャイン!!	ラブライブサンシャイン	第7話で、「東京スクールアイドルワールド」へ参加するために上京した高海千歌たちが訪れた、かつてμ'sが練習していたという階段坂。				チヨダク	ラ	13	17	2	
0924	0003	完了	東京都	千代田区	神田明神	101-0021	東京都千代田区外神田2-16-2		35.701859	139.767784	"https://www.google.co.jp/maps/@35.7017268,139.7677132,3a,32.8y,34.55h,99.72t/data=!3m6!1e1!3m4!1suSvCua5IpCsiNt8kpXi70w!2e0!7i13312!8i6656?hl=ja"	17		120	2		ラブライブ！ サンシャイン!!	ラブライブサンシャイン	第7話で、「東京スクールアイドルワールド」へ参加するために上京した高海千歌たちAqoursが、鹿角聖良と鹿角理亞というSaint Snowの2人と出会っていた場所。				チヨダク	ラ	13	17	2	
0924	0004	完了	東京都	千代田区	ベルサール秋葉原	101-0021	東京都千代田区外神田3-12-8		35.699864	139.771024	"https://www.google.co.jp/maps/@35.6996948,139.7711497,3a,75y,321.18h,132.24t/data=!3m6!1e1!3m4!1sktFeZRNdPdHaXFzDYLo0Gw!2e0!7i13312!8i6656?hl=ja"	17		120	1	03-3254-5221	ラブライブ！ サンシャイン!!	ラブライブサンシャイン	第7話で、高海千歌と桜内梨子が、秋葉原ではぐれてしまった国木田花丸と黒澤ルビィと合流していたのは、このビルの前でした。				チヨダク	ラ	13	17	2	
0924	0005	完了	東京都	千代田区	アキバ系アイドルショップ AKIBA system idle shop	101-0021	東京都千代田区外神田3-15-6	小暮末広ビル2F	35.701755	139.771389	"https://www.google.co.jp/maps/@35.7015842,139.7714959,3a,15y,326.57h,89.76t/data=!3m6!1e1!3m4!1sJq30qO_C0zO2njjCDZiQNw!2e0!7i13312!8i6656?hl=ja"	18		120	3	03-3251-0580	ラブライブ！ サンシャイン!!	ラブライブサンシャイン	第7話で、「東京スクールアイドルワールド」へ参加するために上京した高海千歌が買い物をしていた店。				チヨダク	ラ	13	17	2	
0924	0006	完了	東京都	千代田区	秋葉原UDX	101-0021	東京都千代田区外神田4-14-1		35.699774	139.772518	"https://www.google.co.jp/maps/@35.6996775,139.7726355,3a,30y,349.0h,106.0t/data=!3m8!1e1!3m6!1sCAoSLEFGMVFpcE5CQkhBY0wyNXduTWdaTXJXZHlvaHNWSGVadllsZnl4TUN6bG93!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FCAoSLEFGMVFpcE5CQkhBY0wyNXduTWdaTXJXZHlvaHNWSGVadllsZnl4TUN6bG93%3Dw203-h100-k-no-pi-0-ya154.4982-ro0-fo100!7i8704!8i4352 "	16		0			ラブライブ！ サンシャイン!!	ラブライブサンシャイン	第1話冒頭で、飛び散ったチラシを追いかけて来た先で、巨大モニターに映し出されたLove Live!の映像に遭遇した場所で、第7話では、高海千歌が一人早朝ランニングでやって来て、第1話同様にモニターを見上げており、同じくやって来ていたAqoursメンバーと合流して、みんなで円陣を組んでいました。				チヨダク	ラ	13	17	2	
0924	0007	完了	東京都	港区	東京タワー 展望台	105-0011	東京都港区芝公園4-2-8		35.658599	139.745417	"https://www.google.co.jp/maps/@35.6585458,139.7452791,3a,32.4y,27.86h,86.71t/data=!3m6!1e1!3m4!1sjVTGnoLqd7CrWc7NJvDsAg!2e0!7i13312!8i6656?hl=ja"	17		120	1.2		ラブライブ！ サンシャイン!!	ラブライブサンシャイン	第8話で、「東京スクールアイドルワールド」を終えた高海千歌たちAqoursが東京観光で訪れた場所。				ミナトク	ラ	13	22	2	
0924	0008	完了	東京都	文京区	国道17号線（朝日中山ビル前）	113-0033	東京都文京区本郷3-5-4		35.704155	139.762160	"https://www.google.co.jp/maps/@35.7041357,139.7621266,3a,57.8y,98.6h,88.47t/data=!3m6!1e1!3m4!1sm-TULnXKlu6Nq6OR0MT8dQ!2e0!7i13312!8i6656?hl=ja"	17		120	2		ラブライブ！ サンシャイン!!	ラブライブサンシャイン	第7話で、「東京スクールアイドルワールド」へ参加するために上京した高海千歌が、朝一人でランニングをしていた場所その3。				ブンキョウク	ラ	13	21	2	
0924	0009	完了	東京都	文京区	菊坂町会館前	113-0033	東京都文京区本郷5-6		35.709591	139.756837	"https://www.google.co.jp/maps/@35.7095082,139.7570061,3a,37.5y,323.07h,88.04t/data=!3m7!1e1!3m5!1sa7Oodq9SwWpHVbBCyyA0ww!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3Da7Oodq9SwWpHVbBCyyA0ww%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D45.66617%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?hl=ja"	18		120	2		ラブライブ！ サンシャイン!!	ラブライブサンシャイン	第7話で、「東京スクールアイドルワールド」へ参加するために上京した高海千歌が、朝一人でランニングをしていた場所その2。				ブンキョウク	ラ	13	21	2	
0924	0010	完了	東京都	文京区	鳳明館	113-0033	東京都文京区本郷5-10-5		35.711206	139.756264	"https://www.google.co.jp/maps/@35.7112125,139.7564461,3a,46.2y,200.14h,109.56t/data=!3m6!1e1!3m4!1sxTisUb5NHyGp0YxgPbqrcA!2e0!7i13312!8i6656?hl=ja"	17		120	1.6	03-3811-1181	ラブライブ！ サンシャイン!!	ラブライブサンシャイン	第7話で、「東京スクールアイドルワールド」へ参加するために上京した高海千歌たちが宿泊していた旅館。	http://www.homeikan.com/			ブンキョウク	ラ	13	21	2	
