作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0850	0001	完了	栃木県	日光市	ホテル鬼怒川御苑	321-2521	栃木県日光市藤原1-1		36.830709	139.719625	"https://www.google.co.jp/maps/@36.830032,139.719746,3a,75y,275.35h,107.84t/data=!3m4!1e1!3m2!1sliIuBtEdXP0WdbczQeE_tA!2e0?hl=ja"	17.0		120	1.5	0288-77-1070	未来日記	ミライニッキ	第13話で秋瀬或たちが宿泊した「ホテル ニューむらの木」の外観モデルで、ホテル正面が描かれていました。	http://www.ooedoonsen.jp/shukuhaku/kinugawa-gyoen/	http://www.ooedoonsen.jp/shukuhaku/kinugawa-gyoen/		ニッコウシ	ミ	9	6	2	
0850	0002	完了	栃木県	日光市	坂道	321-2521	栃木県日光市藤原		36.833487	139.719998	"https://www.google.co.jp/maps/@36.833525,139.720038,3a,75y,221.65h,89.1t/data=!3m4!1e1!3m2!1s3NmduZlTV0aY6I7mVShz9Q!2e0?hl=ja"	16.0		120	1.5		未来日記	ミライニッキ	第13話で我妻由乃に監禁されている天野雪輝を探すためにやって来た秋瀬或、日野日向、野々坂まお、高坂王子の4人が歩いていた道。				ニッコウシ	ミ	9	6	2	
0850	0003	完了	栃木県	日光市	会津西街道	321-2521	栃木県日光市藤原		36.831083	139.719958	"https://www.google.co.jp/maps/@36.831318,139.719987,3a,75y,187.7h,83.8t/data=!3m4!1e1!3m2!1sFFTMF4NNi06EPKhWzMQI5g!2e0?hl=ja"	17.0		120	3		未来日記	ミライニッキ	第13話で我妻由乃に監禁されている天野雪輝を捜索する秋瀬或、高坂王子が歩いていた道。				ニッコウシ	ミ	9	6	2	
0850	0004	完了	栃木県	日光市	階段	321-2521	栃木県日光市藤原		36.836866	139.722071	"https://www.google.co.jp/maps/@36.836752,139.722097,3a,75y,81.43h,95.54t/data=!3m4!1e1!3m2!1sATrEct0Paoxk27YsvrfLxg!2e0?hl=ja"	17.0		120	1		未来日記	ミライニッキ	第13話で我妻由乃に監禁されている天野雪輝を捜索する秋瀬或、高坂王子が下っていた国道121号線脇の階段。				ニッコウシ	ミ	9	6	2	
0850	0005	完了	栃木県	日光市	きぬ川館本店 1	321-2521	栃木県日光市藤原2		36.836598	139.721744	"https://www.google.co.jp/maps/@36.83618,139.721568,3a,75y,1.42h,99.71t/data=!3m4!1e1!3m2!1sMpxZB201ZV_q99-roks7JQ!2e0?hl=ja"	17.0		120	2	0288-77ー1122	未来日記	ミライニッキ	第13話で我妻由乃に監禁されている天野雪輝を捜索する日野日向と野々坂まおが、大量のゴミが積まれた搬入口の前を通り過ぎていました。				ニッコウシ	ミ	9	6	2	
0850	0006	完了	栃木県	日光市	きぬ川館本店 2	321-2521	栃木県日光市藤原2		36.83619	139.721452	"https://www.google.co.jp/maps/@36.83607,139.721476,3a,75y,343.79h,93.7t/data=!3m4!1e1!3m2!1sj0nTEhXP49Kkpk6eEydJGw!2e0?hl=ja"	17.0		120	1.5	0288-77ー1122	未来日記	ミライニッキ	第13話で我妻由乃に監禁されている天野雪輝を捜索する日野日向と野々坂まおが、大量のゴミが積まれた搬入口の前を通り過ぎていました。				ニッコウシ	ミ	9	6	2	
0850	0007	完了	栃木県	日光市	鬼怒川第一ホテル	321-2521	栃木県日光市藤原2		36.8364	139.721417	-	17.0		0		0288-76-1717	未来日記	ミライニッキ	第13話で秋瀬或が我妻由乃に天野雪輝が監禁されている状況を説明するシーンの温泉街カットで、ビル屋上の看板などが描かれています。作中では看板が「第二ホテル」となっていました。				ニッコウシ	ミ	9	6	2	
0850	0008	完了	栃木県	日光市	元湯 星のや 非常階段	321-2521	栃木県日光市藤原2		36.837253	139.721996	"https://www.google.co.jp/maps/@36.837616,139.72234,3a,75y,221.54h,103.86t/data=!3m4!1e1!3m2!1sogYdBQ7EWemZvmrS6G-7kQ!2e0?hl=ja"	17.0	○	120	3	0288-77-1013	未来日記	ミライニッキ	第13話で我妻由乃に監禁されている天野雪輝を捜索する日野日向と野々坂まおが上っていた非常階段。	http://www.spa.or.jp/shisetu/hosinoya/yado.htm	http://www.spa.or.jp/shisetu/hosinoya/yado.htm		ニッコウシ	ミ	9	6	2	
0850	0009	完了	栃木県	日光市	楯岩大吊橋	321-2522	栃木県日光市鬼怒川温泉大原		36.820738	139.708419	-	17.0		0			未来日記	ミライニッキ	第13話で秋瀬或が、我妻由乃に天野雪輝が監禁されている状況を説明するシーンの温泉街カットで登場した吊り橋。				ニッコウシ	ミ	9	6	2	
0850	0010	完了	栃木県	日光市	鬼怒川有料道路	321-2525	栃木県日光市小佐越		36.81723	139.707013	"https://www.google.co.jp/maps/@36.817419,139.707223,3a,75y,216.66h,90.39t/data=!3m4!1e1!3m2!1sA1_aPsdppmmejv61_gcmJg!2e0?hl=ja"	17.0		120	3		未来日記	ミライニッキ	第13話で天野雪輝と我妻由乃が二人で星を見に行く途中で休憩し、由乃が雪輝に睡眠薬入りのジュースを飲ませていた場所。ベンチこそありませんが、遠景の建物や由乃がジュースを買っていた駐車場内の自動販売機などは忠実に描かれています。				ニッコウシ	ミ	9	6	2	
