作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
0289	0078	完了	北海道	札幌市	クラーク博士像	062-0045	北海道札幌市豊平区羊ケ丘	さっぽろ羊ヶ丘展望台	42.999187	141.394873	"https://www.google.co.jp/maps/@42.9990057,141.3947957,3a,20y,4.78h,87.26t/data=!3m6!1e1!3m4!1soVRtS0IxpmrNuCLQSn6j5g!2e0!7i13312!8i6656?hl=ja"						けいおん!!	ケイオンダイニキ	第7話のラストで、真鍋和が送った秋山澪ファンクラブイベントのお茶会の写真を、曽我部恵先輩が受け取っていた場所。				サッポロシ	ケ	1	1	1		
0289	0088	完了	東京都	新宿区	東京都庁 脇	160-0023	東京都新宿区西新宿2-5		35.690416	139.692657	"https://www.google.com/maps/@35.6905521,139.6927371,3a,22y,208h,88.4t/data=!3m6!1e1!3m4!1s4n5gahcX-HHLWO1TT296gA!2e0!7i13312!8i6656?hl=ja"						けいおん!!	ケイオンダイニキ	番外編「計画！」で、パスポート申請に来たものの生徒手帳を忘れた田井中律が、弟に持って来させて受け取っていた場所。<br />律の忘れ物が発覚した際に庁舎の外に出た一行が座っていたのも、この庁舎脇の花壇でした。				シンジュクク	ケ	13	11	2		
0289	0092	完了	東京都	新宿区	東京都パスポートセンター 新宿	160-0023	東京都新宿区西新宿2-8-1	都庁都民広場B1F	35.689685	139.692741	-						けいおん!!	ケイオンダイニキ	番外編「計画！」で、海外旅行を計画中の平沢唯たちがパスポート申請に訪れた場所。				シンジュクク	ケ	13	11	2		
0289	0057	完了	大阪府	大阪市	北浜旭ビル	541-0043	大阪府大阪市中央区高麗橋1-5-11		34.68955	135.507833	"https://www.google.co.jp/maps/@34.6895061,135.5078657,3a,29.7y,344.22h,91.69t/data=!3m6!1e1!3m4!1saArSqdkwD5ClI_0xnZ4RxA!2e0!7i16384!8i8192"	16.0					けいおん!!	ケイオンダイニキ	第14話で、平沢唯たちが通っていた予備校の建物のモデル。<br />うっかり制服姿で来てしまった秋山澪が唯に制服で来るのが普通だと嘘をつくも即バレし、さらに琴吹紬がわざと場違いな服装でタグをつけっぱなしにしたりと澪のツッコミ待ちをするも不発に終わっていました。				オオサカシ	ケ	27	1	5		
0289	0082	完了	大阪府	吹田市	吹田SA（下り）	564-0001	大阪府吹田市岸部北4-8-1		34.782443	135.527814	"https://www.google.co.jp/maps/@34.7823512,135.5275299,3a,25.8y,73.12h,90.95t/data=!3m6!1e1!3m4!1sEqZbdNdlQjlXjcRpwI5zKg!2e0!7i16384!8i8192?hl=ja"						けいおん!!	ケイオンダイニキ	第12話で、シャトルバスで夏フェスへ向かう途中の平沢唯たち軽音部一行が休憩で訪れたサービスエリア。唯がアイスクリームを買っていました。				スイタシ	ケ	27	6	5		
0289	0067	完了	京都府	京都市	JR 京都駅	600-8214	京都府京都市下京区東塩小路高倉町8-3		34.984602	135.758857	-						けいおん!!	ケイオンダイニキ	第4話の修学旅行で、平沢唯たちが新幹線でやって来た駅。<br />駅のホームで唯が「あれ何？だいこんみたい」と言っているのは、京都タワーのことかと思われます。<br /><br />※作中では多くの場所が京都各地をモデルに作画をされていますが、設定舞台は東日本となっており、修学旅行では新幹線に乗って、途中車中から富士山を眺めつつ、京都にやって来ています。				キョウトシ	ケ	26	10	5		
0289	0069	完了	京都府	京都市	京都タワー	600-8216	京都府京都市下京区東塩小路町721-1		34.987547	135.759335	"https://www.google.co.jp/maps/@34.9864034,135.7582253,3a,41y,38.3h,106.95t/data=!3m6!1e1!3m4!1sMKkx42xskvhneCHO2r5hDg!2e0!7i13312!8i6656?hl=ja"						けいおん!!	ケイオンダイニキ	第4話の修学旅行で、京都駅を出た平沢唯たちが見上げていたタワー。				キョウトシ	ケ	26	10	5		
0289	0019	完了	京都府	京都市	河原町通	602-0822	京都府京都市上京区青龍町		35.030224	135.769799	"https://www.google.co.jp/maps/@35.03024,135.769798,3a,29.9y,157.48h,97.22t/data=!3m6!1e1!3m4!1s7Ayrs4LdvDCx9NPEqEwNsA!2e0!7i13312!8i6656?hl=ja"						けいおん!!	ケイオンダイニキ	第15話で、マラソン大会に向けて平沢唯と平沢憂が店で靴を物色するシーンの冒頭カットで描かれていたビル群で、出町桝形商店街の入口前辺りから、河原町通を南側に臨む構図で描かれていました。				キョウトシ	ケ	26	10	5		
0289	0020	完了	京都府	京都市	貸店舗	602-0822	京都府京都市上京区青龍町243-1		35.029779	135.769634	"https://www.google.co.jp/maps/@35.02976,135.769783,3a,25.6y,237.26h,87.71t/data=!3m6!1e1!3m4!1sa2XAqgn9l1LhPHXKVyUs4A!2e0!7i13312!8i6656?hl=ja"						けいおん!!	ケイオンダイニキ	第15話で、マラソン大会に向けて平沢唯と平沢憂が靴を物色していた店の設定場所で、偶然マラソン大会の物資の買い出しに来ていた山中さわ子の車と遭遇していました。※放映当時は貸店舗募集の看板がシャッターに付けられた状態となっており、2010年9月からはReve de deux（レーブドゥドゥ）というケーキ屋さんがオープンしています。				キョウトシ	ケ	26	10	5		
0289	0021	完了	京都府	京都市	北野天満宮	602-8386	京都府京都市上京区馬喰町		35.03125	135.735118	-	13.0					けいおん!!	ケイオンダイニキ	第4話の修学旅行で、平沢唯たち一行が訪れた神社で、境内にいた真鍋和の班と遭遇していました。和から撫でると頭が良くなると教えられた唯と田井中律が、なで牛をこすりまくっていました。<br />本殿の他、鳥居、駐車場の臥牛の像、楼門、なで牛、三光門、札所（売店）、絵馬掛所などの境内の様子が、忠実に描かれていました。	http://kitanotenmangu.or.jp/	http://kitanotenmangu.or.jp/		キョウトシ	ケ	26	10	5		
