作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0201	0001	完了	栃木県	宇都宮市	大谷資料館	321-0345	栃木県宇都宮市大谷町909		36.599984	139.824747	"https://www.google.co.jp/maps/@36.600012,139.824792,3a,75y,90t/data=!3m5!1e2!3m3!1s49731597!2e1!3e10?hl=ja"	15.0		0		028-652-1232	喰霊-零-	ガレイゼロ	第8話で諫山黄泉と諫山冥が戦っていた巨大な地下空間のモデルとなった採掘現場跡。	http://www.oya909.co.jp/	http://www.oya909.co.jp/		ウツノミヤシ	カ	9	1	2	
0201	0002	完了	栃木県	那須郡	殺生石	325-0301	栃木県那須郡那須町湯本182		37.101485	139.999004		15.0		0		0287-76-2619	喰霊-零-	ガレイゼロ	第8話のラストシーンで諫山黄泉が三途河カズヒロと対峙し、重傷を負わされた場所のモデル。作中に登場する重要なアイテムである「殺生石」の元ネタになった史跡です。				ナスグン	カ	9	19	2	
0201	0003	完了	群馬県	安中市	めがね橋（旧信越本線碓氷第三橋梁）	379-0307	群馬県安中市松井田町坂本		36.358056	138.698333	"https://www.google.co.jp/maps/@36.357831,138.698547,3a,75y,324.88h,99.38t/data=!3m4!1e1!3m2!1sJKfADLQT5zzz5YiYfWCrNQ!2e0?hl=ja"	13.0		120	1		喰霊-零-	ガレイゼロ	第4話で諫山黄泉たち超自然災害対策室が悪霊「土蜘蛛」と戦っていた場所。				アンナカシ	カ	10	7	2	
0201	0004	完了	埼玉県	春日部市	首都圏外郭放水路	344-0111	埼玉県春日部市上金崎‎720		35.997361	139.811431	"https://www.google.co.jp/maps/@35.9967359,139.8108369,3a,75y,330.42h,109.02t/data=!3m5!1e1!3m3!1sqYmZeF-x1TMAAAQJOKtiFA!2e0!3e11"	17.0		120	1.3		喰霊-零-	ガレイゼロ	第1話で悪霊「火車」を除霊するための大量の霊水を流すのに使用された水路。	http://www.ktr.mlit.go.jp/edogawa/project/gaikaku/	http://www.ktr.mlit.go.jp/edogawa/project/gaikaku/		カスカベシ	カ	11	34	2	
0201	0005	完了	埼玉県	所沢市	ダイエー所沢店	359-1116	埼玉県所沢市東町5-22		35.789183	139.469968		17.0		0		04-2924-1147	喰霊-零-	ガレイゼロ	第6話で諫山黄泉と土宮神楽が夕飯の材料を買っていたスーパーマーケットの外観のモデル。	http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0351	http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0351		トコロザワシ	カ	11	15	2	
0201	0006	完了	東京都	千代田区	都道402号線	100-0005	東京都千代田区丸の内3-5-1		35.676241	139.762852		17		0			喰霊-零-	ガレイゼロ	第6話で諫山黄泉と土宮神楽が、悪霊「山彦」と戦っていた場所。	http://www.t-i-forum.co.jp/	http://www.t-i-forum.co.jp/		チヨダク	カ	13	17	2	
0201	0007	完了	東京都	千代田区	日比谷公園	100-0012	東京都千代田区日比谷公園1		35.673858	139.756111				0		03-3501-6428	喰霊-零-	ガレイゼロ	第5話、第7話などで登場。諫山黄泉と飯綱紀之のラブラブ大作戦の舞台となりました。				チヨダク	カ	13	17	2	
0201	0008	完了	東京都	千代田区	聖橋	101-0062	東京都千代田区神田駿河台4		35.699739	139.765524		17		0			喰霊-零-	ガレイゼロ	第3話で小学生時代の土宮神楽が諫山黄泉の任務に初めてついて来るシーンで登場。神田川上に出現した悪霊に対し、「対策室」のメンバーが作戦を練っていた場所です。				チヨダク	カ	13	17	2	
0201	0009	完了	東京都	中央区	泰明小学校	104-0061	東京都中央区銀座5-1-13		35.672382	139.761476	"https://www.google.co.jp/maps/@35.6719517,139.7613354,3a,75y,28.57h,92.47t/data=!3m4!1e1!3m2!1splM1LbWJUGDS8NHvYZ-yFQ!2e0?hl=ja"	17		120	2	03-3571-1765	喰霊-零-	ガレイゼロ	第3話で諫山黄泉が通っていた学校のモデルとして登場。諫山家に来たばかりの小学校時代の土宮神楽が、諫山黄泉の下校を校門前で待っていました。	http://www.chuo-tky.ed.jp/~taimei-es/	http://www.chuo-tky.ed.jp/~taimei-es/		チュウオウク	カ	13	16	2	
0201	0010	完了	東京都	港区	青山霊園	107-0062	東京都港区南青山		35.666606	139.722126		16		0			喰霊-零-	ガレイゼロ	第7話で怨霊に取り憑かれて土宮神楽に殺された保健の先生の墓参りをしていた墓地。神楽が友達に本当のことを語るシーンで園内の並木道が描かれていました。				ミナトク	カ	13	22	2	
0201	0011	完了	東京都	中野区	新井小学校	165-0026	東京都中野区新井4-19-1		35.717622	139.668787	"https://www.google.co.jp/maps/@35.7174854,139.6690702,3a,90y,244.16h,73.09t/data=!3m4!1e1!3m2!1sknUjFQGKSPl4Q-ZVYJ9tZg!2e0"					03-3389-2311	喰霊-零-	ガレイゼロ	第3話で小学生時代の土宮神楽が諫山黄泉との帰路シーンで描かれていた小学校の壁画のモデル。実際には道は細く、壁の反対側は線路なので神楽たちの歩いていたような歩道はありません。アップで描かれた壁画はかなり実在の構図に似せて描かれていました。				ナカノク	カ	13	19	2	
0201	0012	完了	東京都	豊島区	サンシャイン前	170-0013	東京都豊島区東池袋		35.729504	139.716871		16.0					喰霊-零-	ガレイゼロ	第1話で「特戦四課」が悪霊「火車」と戦っていた場所。				トシマク	カ	13	18	2	
0201	0013	完了	東京都	練馬区	石神井公園 橋	177-0045	東京都練馬区石神井台1-26-1		35.739006	139.597573		13.0				03-3996-3950	喰霊-零-	ガレイゼロ	第5話で黄昏時に土宮神楽が佇んでいた公園内の池に架けられた石橋。				ネリマク	カ	13	20	2	
0201	0014	完了	東京都	練馬区	石神井公園 野外ステージ	177-0045	東京都練馬区石神井台1-26-1		35.739203	139.601131		16.0				03-3996-3950	喰霊-零-	ガレイゼロ	第5話で土宮神楽が飯綱紀之と話をしていた野外ステージ。				ネリマク	カ	13	20	2	
