作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0028	0039	完了	東京都	千代田区	松住町架道橋	101-0021	東京都千代田区外神田1-4		35.698688	139.769224	"https://www.google.co.jp/maps/@35.6987606,139.7696048,3a,44.5y,262.39h,114.25t/data=!3m6!1e1!3m4!1sik_6LvT11ADFdL0Z4cnY-Q!2e0!7i13312!8i6656?hl=ja"						アクセル・ワールド	アクセルワールド	第21話で、マッチグリストに出てこないバーストリンカーを探すため、パド（掛居美早）がメイド服のまま、有田春雪を乗せてバイクで秋葉原へ向かうシーンの人々が振り返るカットで描かれていた陸橋。				チヨダク	ア	13	17	2	
0028	0040	完了	東京都	千代田区	ムーラン AKIBA本店	101-0021	東京都千代田区外神田1-4		35.698671	139.769563	"https://www.google.co.jp/maps/@35.698744,139.7695587,3a,40y,125.83h,83.48t/data=!3m6!1e1!3m4!1sfiFuBJo1CSH4dkLwMqE2rg!2e0!7i16384!8i8192?hl=ja"						アクセル・ワールド	アクセルワールド	第21話で、マッチグリストに出てこないバーストリンカーを探すため、パド（掛居美早）がメイド服のまま、有田春雪を乗せてバイクで秋葉原へ向かうシーンで、人々の注目を集める中、JR高架下の店舗の南側の通りから、北側の通りへUターンする姿が描かれていました。				チヨダク	ア	13	17	2	
0028	0048	完了	東京都	千代田区	ソフマップAKIBA4号店 アミューズメント館	101-0021	東京都千代田区外神田1-10-8	平岡ビル	35.698881	139.771088	"https://www.google.co.jp/maps/@35.699017,139.771223,3a,15y,222.48h,87.2t/data=!3m6!1e1!3m4!1sl50WkskOUqlmC_FbbjfGHg!2e0!7i13312!8i6656?hl=ja"						アクセル・ワールド	アクセルワールド	第21話で、マッチグリストに出てこないバーストリンカーを探すため、パド（掛居美早）がメイド服のまま、有田春雪を乗せてバイクで秋葉原へ向かうシーンで、秋葉原の街のカットの一つとして、通行客が店頭モニターを見ている姿が描かれていた店。				チヨダク	ア	13	17	2	
0028	0050	完了	東京都	千代田区	中央通り	101-0021	東京都千代田区外神田1-14		35.698510	139.771268	"https://www.google.co.jp/maps/@35.69861,139.7710765,3a,75y,103.1h,87.67t/data=!3m6!1e1!3m4!1skh0AdLxt62cbWaG1d5pX8Q!2e0!7i13312!8i6656?hl=ja"						アクセル・ワールド	アクセルワールド	第21話で、マッチグリストに出てこないバーストリンカーを探すため、パド（掛居美早）がメイド服のまま、有田春雪を乗せてバイクで秋葉原へ向かうシーンで、2人が走り抜けていた場所。<br />秋葉原ラジオ会館1号館（現・ボークス秋葉原ホビー天国）から、秋葉原ラジオセンター、秋葉原電波会館、ドコモショップ秋葉原中央通り店（2013年04月10日移転済）などの中央通り東側の店々が描かれていました。				チヨダク	ア	13	17	2	
0028	0049	完了	東京都	千代田区	宝田中央通りビル	101-0021	東京都千代田区外神田1-14-1		35.698310	139.771502	"https://www.google.co.jp/maps/@35.6979951,139.7711765,3a,20y,39.69h,119.32t/data=!3m6!1e1!3m4!1saUyDJnqJjSunrB9o1YmjJw!2e0!7i13312!8i6656?hl=ja"						アクセル・ワールド	アクセルワールド	第21話で、マッチグリストに出てこないバーストリンカーを探すため、パド（掛居美早）がメイド服のまま、有田春雪を乗せてバイクで秋葉原へ向かうシーンで、秋葉原の街のカットの一つとして、ビル看板が描かれていました。				チヨダク	ア	13	17	2	
0028	0047	完了	東京都	千代田区	ソフマップAKIBA1号店 サブカル・モバイル館	101-0021	東京都千代田区外神田3-13-12	IMYビル	35.700298	139.771182	"https://www.google.co.jp/maps/@35.7000952,139.7714818,3a,15y,314.44h,94.04t/data=!3m6!1e1!3m4!1spHihOfLZeAXghap9cdL-Ug!2e0!7i13312!8i6656?hl=ja"						アクセル・ワールド	アクセルワールド	第21話で、マッチグリストに出てこないバーストリンカーを探すため、パド（掛居美早）がメイド服のまま、有田春雪を乗せてバイクで秋葉原へ向かうシーンで、秋葉原の街のカットの一つとして描かれていた店。				チヨダク	ア	13	17	2	
0028	0041	完了	東京都	千代田区	ばんから秋葉原店の隣の建物	101-0021	東京都千代田区外神田4-4-6		35.701309	139.772142	"https://www.google.co.jp/maps/@35.7012775,139.7722084,3a,46y,276.1h,86.18t/data=!3m6!1e1!3m4!1stYbny4kPJ7qkwnJVEqNS3w!2e0!7i13312!8i6656?hl=ja"						アクセル・ワールド	アクセルワールド	第21話で、マッチグリストに出てこないバーストリンカーを探すため、メイド服のまま、バイクに有田春雪を乗せて秋葉原へ向かったパド（掛居美早）が、ガレージにバイクを停めていた建物。<br />※解体済。				チヨダク	ア	13	17	2	解体
0028	0042	完了	東京都	千代田区	トライ アミューズメントタワー	101-0021	東京都千代田区外神田4-4-7		35.701240	139.772112	"https://www.google.co.jp/maps/@35.7012656,139.7722094,3a,56.3y,244.28h,115.81t/data=!3m6!1e1!3m4!1saVLfCisJeGXYoX-WO7S1Hw!2e0!7i13312!8i6656?hl=ja"						アクセル・ワールド	アクセルワールド	第21話で、マッチグリストに出てこないバーストリンカーを探すためにパド（掛居美早）と有田春雪がやって来たビルで、作中通り、レトロゲームフロアがあり、「レトロゲームの聖地」と呼ばれていたゲームセンター。<br />実際にはゲームセンターは3～8階で営業していますが、作中ではレトロゲームフロアを描くためなのか、1階にゲームフロアがあり、パドと春雪が訪れた「Dive Cafe」は8階にある設定になていました。<br />作中ではビル名が「カド アミューズメントタワー」になています。<br />※経営企業変更のため、2017年5月19日から名称を「エターナルアミューズメントタワー」に改め、リニューアルオープンしています。				チヨダク	ア	13	17	2	
0028	0043	完了	東京都	千代田区	アキバ田代通り	101-0021	東京都千代田区外神田4-14		35.701292	139.772300	"https://www.google.co.jp/maps/@35.7012822,139.7722233,3a,47.6y,16.83h,83.73t/data=!3m6!1e1!3m4!1s3Ztp5cWq3F2xAynpUXOitg!2e0!7i16384!8i8192?hl=ja"						アクセル・ワールド	アクセルワールド	第21話で、ラスト・ジグソーを撃破したパド（掛居美早）と有田春雪が「Dive Cafe」から出たと思われるラスト・ジグソーのリアルを確認しようと後を追い、春雪が強くダメージを受けた肩を押さえるそれらしい男を目撃するも、ビラ配りをしているメイドに邪魔されて見失っていた場所。				チヨダク	ア	13	17	2	
0028	0032	完了	東京都	千代田区	UCCカフェコンフォート　三省堂書店神保町本社ビル	101-0051	東京都千代田区神田神保町1-1	三省堂書店神保町本店2F	35.695592	139.760808	-						アクセル・ワールド	アクセルワールド	第7話で、アクア・カレントに用心棒を依頼するために有田春雪が訪れた喫茶店で、春雪のドジのおかげで、リアルの氷見あきらと対面することになっていました。<br />作中では、書泉ブックマートの7階フロアにある設定になっていました。<br />第24話ラストの春雪のモノローグシーンのアクア・カレントのカットでも再登場。				チヨダク	ア	13	17	2	
