作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
1027	0001	完了	東京都	世田谷区	tico4 STAND UP PLEASE 前	154-0024	東京都世田谷区三軒茶屋2-10		35.642495	139.668647	"https://www.google.co.jp/maps/@35.6425253,139.6685559,3a,43y,106.19h,94.09t/data=!3m6!1e1!3m4!1sJAegOQp686q3YqIDEpF2Vw!2e0!7i13312!8i6656"						ヒナまつり	ヒナマツリ	第3話冒頭で、度重なる万引きに業を煮やした詩子率いる「浅賀商店街」の連中がアンズを捕まえようと奔走するシーンで、アンズが逃げていた場所。アンズ逃走中その3。				セタガヤク	ヒ	13	14	2		
1027	0002	完了	東京都	世田谷区	ピンクモンスター 前	154-0024	東京都世田谷区三軒茶屋2-14		35.642650	139.669369	-						ヒナまつり	ヒナマツリ	第3話冒頭で、度重なる万引きに業を煮やした詩子率いる「浅賀商店街」の連中がアンズを捕まえようと奔走するシーンで、アンズが逃げていた場所。アンズ逃走中その4。				セタガヤク	ヒ	13	14	2		
1027	0003	完了	東京都	世田谷区	旧・CYCLE SHOP TANIOKA 前	154-0024	東京都世田谷区三軒茶屋2-14		35.643120	139.669702	"https://www.google.co.jp/maps/@35.6430931,139.6697083,3a,79.8y,286.55h,69.74t/data=!3m8!1e1!3m6!1sAF1QipN9KQUXlTFQhyV8YcTYKgeNmeupRLFQBw1F0K3n!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN9KQUXlTFQhyV8YcTYKgeNmeupRLFQBw1F0K3n%3Dw203-h100-k-no-pi3.6404252-ya200.52382-ro1.7305081-fo100!7i5376!8i2688"						ヒナまつり	ヒナマツリ	第3話冒頭で、詩子率いる「浅賀商店街」の連中に追われるアンズが、やっさんに呼び止められていた場所。				セタガヤク	ヒ	13	14	2		
1027	0004	完了	東京都	世田谷区	ベスト10 三軒茶屋店	154-0024	東京都世田谷区三軒茶屋2-14-5	YS中央2F	35.642620	139.668994	"https://www.google.co.jp/maps/@35.6426423,139.6689184,3a,75y,127.98h,115.77t/data=!3m6!1e1!3m4!1sHp9F4lR31on-5UnJtVXvTg!2e0!7i13312!8i6656"					03-6453-1987	ヒナまつり	ヒナマツリ	第3話冒頭で、万引きを繰り返すアンズに業を煮やした詩子率いる「浅賀商店街」の連中が、アンズを捕まえようと奔走するシーンで描かれていたカラオケ店。				セタガヤク	ヒ	13	14	2		
1027	0005	完了	東京都	世田谷区	しゃぶしゃぶ温野菜 三軒茶屋店	154-0024	東京都世田谷区三軒茶屋2-14-1	三茶ダイニングビル1	35.642460	139.669127	"https://www.google.co.jp/maps/@35.6423957,139.669201,3a,32.6y,330.81h,86.11t/data=!3m6!1e1!3m4!1smH91O2mrOHOfYOIV6fEhzA!2e0!7i13312!8i6656"					03-5779-6340	ヒナまつり	ヒナマツリ	第3話冒頭で、度重なる万引きに業を煮やした詩子率いる「浅賀商店街」の連中がアンズを捕まえようと奔走するシーンで、アンズがこの店の前を逃げていました。アンズ逃走中その6。				セタガヤク	ヒ	13	14	2		
1027	0006	完了	東京都	世田谷区	とりまさ 三軒茶屋店	154-0024	東京都世田谷区三軒茶屋2-14-22		35.642591	139.669289	-						ヒナまつり	ヒナマツリ	第3話冒頭で、度重なる万引きに業を煮やした詩子率いる「浅賀商店街」の連中がアンズを捕まえようと奔走するシーンで、アンズがこの店の前を逃げていました。アンズ逃走中その5。				セタガヤク	ヒ	13	14	2		
1027	0007	完了	東京都	世田谷区	スナック谷 前	154-0024	東京都世田谷区三軒茶屋2-13		35.642991	139.669661	"https://www.google.co.jp/maps/@35.6429977,139.6696625,3a,47.1y,182.77h,83.04t/data=!3m8!1e1!3m6!1sAF1QipM8ZqHa6spNMkbZNbcQWAMhPjAu2p4LvriL4TzO!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipM8ZqHa6spNMkbZNbcQWAMhPjAu2p4LvriL4TzO%3Dw203-h100-k-no-pi2.740993-ya208.63246-ro2.7186236-fo100!7i5376!8i2688"						ヒナまつり	ヒナマツリ	第3話冒頭で、詩子率いる「浅賀商店街」の連中に追われるアンズを助けようと、やっさんがアンズに手招きをしていた場所。アンズ逃走中その。				セタガヤク	ヒ	13	14	2		
1027	0008	完了	東京都	世田谷区	ゆうらく通り	154-0024	東京都世田谷区三軒茶屋2-13		35.643134	139.670081	"https://www.google.co.jp/maps/@35.6432029,139.6699433,2a,15y,138.69h,89.46t/data=!3m6!1e1!3m4!1sHvg0-4PyPw4m8fDcw2sPdg!2e0!7i13312!8i6656"						ヒナまつり	ヒナマツリ	第3話で、中学生でありながら、週末に夜な夜なバーテンダーとして働く三嶋瞳が歩いていた通り。				セタガヤク	ヒ	13	14	2		
1027	0009	完了	東京都	世田谷区	路地（三元ビル裏）	154-0024	東京都世田谷区三軒茶屋2-13		35.643143	139.669888	"https://www.google.co.jp/maps/@35.643399,139.6704234,3a,31y,99.94h,82.65t/data=!3m8!1e1!3m6!1sAF1QipNNB-1i6yyYR2dii3HqQPfRYeZy948mkbRvaA4k!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNNB-1i6yyYR2dii3HqQPfRYeZy948mkbRvaA4k%3Dw203-h100-k-no-pi-0-ya35.77555-ro-0-fo100!7i5376!8i2688"						ヒナまつり	ヒナマツリ	第3話で、松谷翼先生が酔い潰れた教頭先生を介抱していた路地。				セタガヤク	ヒ	13	14	2		
1027	0010	完了	東京都	世田谷区	路地（氣ウラ脇）	154-0024	東京都世田谷区三軒茶屋2-14		35.642707	139.669272	"https://www.google.co.jp/maps/@35.642724,139.6692084,3a,15y,111.26h,86.8t/data=!3m8!1e1!3m6!1sAF1QipOp7ynuYFtUJuGXDM9gsO8UBB2g6n8vfpURcLX7!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOp7ynuYFtUJuGXDM9gsO8UBB2g6n8vfpURcLX7%3Dw203-h100-k-no-pi-0-ya176.9024-ro0-fo100!7i10000!8i5000"				5		ヒナまつり	ヒナマツリ	第3話冒頭で、度重なる万引きに業を煮やした詩子率いる「浅賀商店街」の連中がアンズを捕まえようと奔走するシーンで、仲間から警察に連絡した方がと進言された詩子が、道に唾を吐いていた路地。				セタガヤク	ヒ	13	14	2		
