作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0763	0001	完了	北海道	札幌市	札幌市時計台	060-0001	北海道札幌市中央区北一条西2		43.062594	141.353635	"https://www.google.co.jp/maps/@43.062494,141.353188,3a,69.3y,79.29h,96.63t/data=!3m4!1e1!3m2!1sY08UAsFHqdQbERVjxXdEsw!2e0"	17.0		120		011-231-0838	フランチェスカ	フランチェスカ	第6話で石川啄木が小奴と橘智恵子を連れてやって来た場所。第7話では新撰組が札幌制圧の本拠地にしようとしていたが、時計部分から、異次元からの屯田兵型アナザーアンデッドが出現していました。	http://www15.ocn.ne.jp/~tokeidai/			サッポロシ	フ	1	1	1	
0763	0002	完了	北海道	札幌市	旧北海道庁	060-0003	北海道札幌市中央区北三条西6		43.063942	141.347982	"https://www.google.co.jp/maps/@43.064106,141.349085,3a,32.7y,270.39h,98.88t/data=!3m5!1e1!3m3!1svA0jvt86bmImHkW8b7gHWg!2e0!3e5?hl=ja"	16.0		120	3		フランチェスカ	フランチェスカ	「生活安全怨霊撲滅課」のある庁舎で第1話以降度々登場していました。				サッポロシ	フ	1	1	1	
0763	0003	完了	北海道	札幌市	JR 札幌駅	060-0005	北海道札幌市中央区北五条西2		43.068112	141.352016	"https://www.google.co.jp/maps/@43.066921,141.350342,3a,61.7y,26.27h,98.08t/data=!3m5!1e1!3m3!1sfD8ArElp074AAAQYPKJqPg!2e0!3e11?hl=ja"	15.0		120	1.5		フランチェスカ	フランチェスカ	第4話で、石川啄木たちが駅前を歩いているシーンの冒頭カットで南口駅前風景が描かれていました。第6話で新撰組たちが札幌にラーメンを食べに来たシーンでも同じ場所が描かれていました。				サッポロシ	フ	1	1	1	
0763	0004	完了	北海道	札幌市	中央卸売場外市場	060-0011	北海道札幌市中央区北十一条西21-2		43.071028	141.320197	"https://www.google.co.jp/maps/@43.071186,141.319787,3a,15y,109.28h,97.18t/data=!3m4!1e1!3m2!1sj_9mOqLTC0gsUel9-woVLA!2e0"	15.0		120	4.1		フランチェスカ	フランチェスカ	第3話でフランチェスカが海鮮丼を食べていた場所。				サッポロシ	フ	1	1	1	
0763	0005	完了	北海道	札幌市	札幌テレビ塔	060-0042	北海道札幌市中央区大通西1-3		43.061097	141.356406	"https://www.google.co.jp/maps/@43.06076,141.35362,3a,30y,80.03h,107.24t/data=!3m4!1e1!3m2!1soY2i03yOnQ-hEiH6eLrQ6A!2e0?hl=ja"	16.0		120	3		フランチェスカ	フランチェスカ	第3話で新撰組のアンデッドたちが、蝦夷共和国復活の宣言をしていた場所。				サッポロシ	フ	1	1	1	
0763	0006	完了	北海道	札幌市	大通公園	060-0042	北海道札幌市中央区大通西2		43.060566	141.352384	"https://www.google.co.jp/maps/@43.060603,141.352169,3a,35.6y,80.36h,94.66t/data=!3m4!1e1!3m2!1sv9OGsgWmgGPZbUJPG_1udQ!2e0?hl=ja"			120	3		フランチェスカ	フランチェスカ	第1話でお腹を空かせたフランチェスカが一人で遊びに来た公園。座標地点から正面に札幌テレビ塔を望む構図で、噴水や丸井今井札幌本店大通館、都心ビル、北海道電力本店の電波塔、シティタワー札幌大通などが描かれていました。第3話でフランチェスカが土方歳三と戦ったのも、第15話でフランチェスカたちが脱走屯田兵から事情を聞いていたのもこの公園でした。エンディングでも登場。第21話では、ここで小奴と橘智恵子が石川啄木を探していました。最終話では、大団円の場所となっていました。				サッポロシ	フ	1	1	1	
0763	0007	完了	北海道	札幌市	大通公園 聖恩碑	060-0042	北海道札幌市中央区大通西3		43.060191	141.349732	"https://www.google.co.jp/maps/@43.060307,141.350519,3a,19.4y,259.38h,94.98t/data=!3m5!1e1!3m3!1svcdge_Ur-ofi9vNQt8Z-KQ!2e0!5s20140801T000000?hl=ja"	17.0		120	5		フランチェスカ	フランチェスカ	第3話で生活安全怨霊撲滅課に請求書を回して食べ遊び歩いていたフランチェスカたちに、怒ったエクソシストが大量の請求書を持って現れた場所。作画上は碑の東側にある北洋銀行の屋上看板が背景に描かれていましたが、「聖恩無彊」の文字が刻まれているのは東面なので、逆方向になります。				サッポロシ	フ	1	1	1	
0763	0008	完了	北海道	札幌市	さっぽろ羊ヶ丘展望台 クラーク像	062-0045	北海道札幌市豊平区羊ヶ丘1		42.999213	141.394866	"https://www.google.co.jp/maps/@42.999156,141.394791,3a,90y,31.32h,80.95t/data=!3m5!1e1!3m3!1sxMGE9DU6UJ9qGi7ib9rZxg!2e0!3e5"	13.0		120	1	011-851-3080	フランチェスカ	フランチェスカ	第1話でクラーク博士と新渡戸稲造のアンデッドが蘇っていた場所。第9話ではフランチェスカとクラークと稲造の3人が、像のなくなった台座の前でちゃぶ台を広げて唐揚げを食べていました。第17話でも同じようにフランチェスカと小奴たちが、ちゃぶ台を囲んでアイスを食べながら温泉に行く相談をしていました。第19話以降はクラーク像の台座の上空に異次元ゲートが発生し、最後の戦いの舞台となっていました。	http://www.hitsujigaoka.jp/			サッポロシ	フ	1	1	1	
0763	0009	完了	北海道	札幌市	すすきの（南4西4交差点）	064-0804	北海道札幌市中央区南四条西3-3-3		43.055694	141.353310	"https://www.google.co.jp/maps/@43.055738,141.353174,3a,50.3y,134.77h,106.69t/data=!3m4!1e1!3m2!1svqD-zSsqxBPFM0JE8qkhog!2e0?hl=ja"	16.0		120	1.6		フランチェスカ	フランチェスカ	第5話で新撰組が繰り出していた夜の繁華街で、すすきのビルを中心に周辺ビルが描かれていました。				サッポロシ	フ	1	1	1	
0763	0010	完了	北海道	札幌市	円山動物園	064-0959	北海道札幌市中央区宮ヶ丘3-1		43.051491	141.307792	"https://www.google.co.jp/maps/@43.051677,141.307749,3a,43.7y,184.07h,94.31t/data=!3m5!1e1!3m3!1sOl841gQMCGqfPPr2tIfumQ!2e0!3e5?hl=ja"	14.0		120	1.8	011-621-1426	フランチェスカ	フランチェスカ	第11話で北海道神宮でエクソシストと待ち合わせをしていたフランチェスカたちが、間違って待っていた神宮隣の動物園で、正門や猿山、世界の熊館などが描かれていました。	http://www.city.sapporo.jp/zoo/			サッポロシ	フ	1	1	1	
