作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0783	0001	完了	群馬県	高崎市	イオンモール高崎	370-3521	群馬県高崎市棟高町1400		36.390464	139.006693	"https://www.google.co.jp/maps/@36.389932,139.008357,3a,75y,260.81h,95.11t/data=!3m4!1e1!3m2!1s7IrhLxgvxTeKgaYzW5YfJA!2e0?hl=ja"	15.0		120	3	027-310-9000	Persona4 the ANIMATION	ペルソナフォージアニメーション	「ジュネス八十稲羽店」の外観のモデル。店名看板こそ違いますが、建物や周りの道路等も忠実に再現されています。	http://takasaki-aeonmall.com/	http://takasaki-aeonmall.com/		タカサキシ	ヘ	10	6	2	
0783	0002	完了	群馬県	甘楽郡	上信電鉄 下仁田駅	370-2601	群馬県甘楽郡下仁田町下仁田甲374-4		36.210557	138.786188	"https://www.google.co.jp/maps/@36.210808,138.786119,3a,75y,173.94h,92.79t/data=!3m4!1e1!3m2!1sVk_S5ke1tLxk8YElp0Yyhw!2e0"	14.0		120	3		Persona4 the ANIMATION	ペルソナフォージアニメーション	第1話で鳴上悠が「八十稲羽」にやって来たシーン、第25話での別れのシーンで登場する「八十稲羽駅」のモデル。ホームや駅舎、駅前の風景はかなり忠実に描かれています。				カンラグン	ヘ	10	11	2	
0783	0003	完了	群馬県	甘楽郡	下仁田駅前	370-2601	群馬県甘楽郡下仁田町下仁田甲		36.210816	138.786217	"https://www.google.co.jp/maps/@36.210808,138.786119,3a,75y,40.51h,103.09t/data=!3m4!1e1!3m2!1sVk_S5ke1tLxk8YElp0Yyhw!2e0"	13.0		120	1.4		Persona4 the ANIMATION	ペルソナフォージアニメーション	第1話で鳴上悠が「八十稲羽」にやって来たシーンで描かれていた駅前。上信通運下仁田営業所、まるやなどの建物が忠実に描かれていました。				カンラグン	ヘ	10	11	2	
0783	0004	完了	群馬県	甘楽郡	トンネル	370-2602	群馬県甘楽郡下仁田町白山		36.212851	138.800247	"https://www.google.co.jp/maps/@36.212534,138.799531,3a,75y,53.17h,89.89t/data=!3m4!1e1!3m2!1sHCo8_BQ3hJq2SZ8YJMQjnA!2e0"	14.0		120	3		Persona4 the ANIMATION	ペルソナフォージアニメーション	第1話で鳴上悠が「八十稲羽」にやって来るシーンで、鳴上の乗る電車が出て来た上信電鉄線のトンネル。				カンラグン	ヘ	10	11	2	
0783	0005	完了	東京都	千代田区	東京国際フォーラム	100-0005	東京都千代田区丸の内3-5-1		35.67657	139.764287	"https://www.google.co.jp/maps/@35.677787,139.764634,3a,75y,199.47h,117.65t/data=!3m4!1e1!3m2!1sAGto5sU2TixLwPSyQGEAFg!2e0"	17		120	1		Persona4 the ANIMATION	ペルソナフォージアニメーション	第9話の久慈川りせのライブが行われていた会場。	http://www.t-i-forum.co.jp/	http://www.t-i-forum.co.jp/		チヨダク	ヘ	13	17	2	
0783	0006	完了	東京都	豊島区	西武池袋本店屋上	171-8569	東京都豊島区南池袋1-28-1		35.729442	139.711642	-	15.0				03-3981-0111	Persona4 the ANIMATION	ペルソナフォージアニメーション	作中頻繁に登場する「ジュネス八十稲羽店」のフードコートのモデル。				トシマク	ヘ	13	18	2	
0783	0007	完了	東京都	西東京市	田無駅北口交差点	188-0011	東京都西東京市田無町2		35.729531	139.539955	"https://www.google.co.jp/maps/@35.729524,139.540017,3a,75y,286.87h,104.26t/data=!3m4!1e1!3m2!1sPg67YlPRz9EbF7BgYgGUmA!2e0"						Persona4 the ANIMATION	ペルソナフォージアニメーション	オープニングラストのテレビが積み上げられているカットは、この交差点の西側を望む構図で描かれたものです。オーニングの他、作中度々登場します。				ニシトウキョウシ	ヘ	13	37	2	
0783	0008	完了	東京都	西東京市	田無神社	188-0011	東京都西東京市田無町3-7-4		35.729929	139.544185		15.0					Persona4 the ANIMATION	ペルソナフォージアニメーション	第6話で鳴上悠と天城雪子の2人が、巽完二を狙っていると思われる連続誘拐殺人事件の犯人を待ち伏せようと、完二の実家である染物屋「巽屋」を監視するために張り込んでいた辰姫神社のモデル。第9話ではこの神社の本殿前で、久慈川りせが彼女の引退を納得できないマネージャーの井上と話をしていました。第13話では夏祭りの会場として登場。本堂の他、御神木や手水場などもかなり忠実に再現されていました。作中では名前が「辰姫神社」になっていました。				ニシトウキョウシ	ヘ	13	37	2	
0783	0009	完了	東京都	西東京市	法務局田無出張所入口ポスト	188-0011	東京都西東京市田無町4		35.727724	139.536071	"https://www.google.co.jp/maps/@35.7276432,139.5360567,3a,75y,20.03h,87.94t/data=!3m4!1e1!3m2!1sX5EVkzcpRMeOg1U8MGjF5Q!2e0"	17.0					Persona4 the ANIMATION	ペルソナフォージアニメーション	第6話で巽完二を尾行する花村陽介と里中千枝が身を隠していたポスト（正確には里中がポストに、花村は電信柱に身を隠していました）。				ニシトウキョウシ	ヘ	13	37	2	
0783	0010	完了	東京都	西東京市	印田整骨院前の通り	188-0011	東京都西東京市田無町4		35.727832	139.536202	"https://www.google.co.jp/maps/@35.7278632,139.5362292,3a,75y,213.11h,101.92t/data=!3m4!1e1!3m2!1seSbsG3UTv0bVSEr2cVnWWw!2e0"	17.0					Persona4 the ANIMATION	ペルソナフォージアニメーション	第6話で巽完二と白鐘直斗が歩いていた道路。この辺りの風景はかなり忠実に再現されています。				ニシトウキョウシ	ヘ	13	37	2	
