作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
1018	0001	完了	東京都	千代田区	皇居　半蔵濠　取水口	100-0001	東京都千代田区千代田1		35.687888	139.745632	-						多田くんは恋をしない	タダクンハコイヲシナイ	第1話で、テレサ・ワーグナーが「レインボー将軍」に出てきた将軍の秘密の抜け穴だと言って興奮していた取水口。				チヨダク	タ	13	17	2		
1018	0002	完了	東京都	千代田区	桜田門 櫓門の石碑	100-0001	東京都千代田区千代田1-1		35.678428	139.753706	"https://www.google.co.jp/maps/@35.6784123,139.7536496,2a,15y,100.04h,82.03t/data=!3m6!1e1!3m4!1sUVAfFHht9Esr-vYSUj2IRQ!2e0!7i13312!8i6656?hl=ja"						多田くんは恋をしない	タダクンハコイヲシナイ	第1話で、多田光良が撮影していた石碑。				チヨダク	タ	13	17	2		
1018	0003	完了	東京都	千代田区	桜田門（渡櫓門） 前	100-0001	東京都千代田区千代田1-1		35.678611	139.753817	"https://www.google.co.jp/maps/@35.6785525,139.7538262,2a,46y,116.13h,93.99t/data=!3m6!1e1!3m4!1sEyMNYeZbTEXG7t_HD6Me3A!2e0!7i13312!8i6656?hl=ja"						多田くんは恋をしない	タダクンハコイヲシナイ	第1話で、皇居観光中のテレサ・ワーグナーが、写真撮影をしていた多田光良に、写真を撮って欲しいと頼んでいた、2人の出会いの場所。<br />第10話では、2人で「レインボー将軍展」に行く前に、テレサが気分が出るからとの理由で立ち寄っていました。<br />第13話（最終回）では、一人で写真撮影をしていた光良の前に、ラルセンブルクにいるはずのテレサが突然現れ、再会を果たしたラストシーンもこの場所でした。				チヨダク	タ	13	17	2		
1018	0004	完了	東京都	中央区	JR線ガード下（晴海通り）	100-0006	東京都千代田区有楽町2-1		35.673635	139.761475	"https://www.google.co.jp/maps/@35.6736412,139.7616403,3a,43y,262.17h,92.03t/data=!3m6!1e1!3m4!1sAUcqwGklFDn5A2renphS8A!2e0!7i13312!8i6656?hl=ja"						多田くんは恋をしない	タダクンハコイヲシナイ	第1話冒頭の街のカットで描かれていたガード下。				チュウオウク	タ	13	16	2		
1018	0005	完了	東京都	千代田区	日比谷公園	100-0012	東京都千代田区日比谷公園		35.673564	139.755303	"https://www.google.co.jp/maps/@35.6734657,139.7546157,2a,34.7y,107.96h,92.19t/data=!3m6!1e1!3m4!1s-ekPN6qOdOouu0xsjtHxZw!2e0!7i13312!8i6656"						多田くんは恋をしない	タダクンハコイヲシナイ	第3話で、パトロールに出かけたニャンコビッグがくつろいでいた公園。<br />ニャンコビッグのパトロール経路⑤<br />同話で多田光良たち写真部一行が撮影会に訪れたのもこの公園で、雲形池付近や鶴の噴水、池に掛かる橋、藤棚などが描かれていました。<br />第7話で、早朝ランニング中のシャルル・ド・ロワールが、ニャンコビッグに遭遇していたのもこの公園で、橋から池に落ちたニャンコビッグを助けており、そのことをニャンコビッグを捜索中の光良たちに教える際にもこの公園を訪れており、シャルルが、猫にニャンコビッグが何処に行ったかを聞くという特技を見せていました。				チヨダク	タ	13	17	2		
1018	0006	完了	東京都	千代田区	東京メトロ 桜田門駅 3番出入口	100-0013	東京都千代田区霞が関2-1		35.677967	139.753126	"https://www.google.co.jp/maps/@35.6780241,139.7533962,2a,15y,244.03h,86.81t/data=!3m6!1e1!3m4!1sbeJ--rmJfMHDQfMrd8sEfg!2e0!7i13312!8i6656?hl=ja"				5		多田くんは恋をしない	タダクンハコイヲシナイ	第1話で、皇居見学に向かうテレサ・ワーグナーが、地上に上がってきた地下鉄の出入口。<br />第10話で、「レインボー将軍展」へ向かう前に気分を盛り上げるために皇居を訪れるシーンでも同じ出入り口から出てくるテレサが描かれていました。				チヨダク	タ	13	17	2		
1018	0007	完了	東京都	千代田区	千鳥ヶ淵公園	102-0082	東京都千代田区一番町		35.686507	139.745118	"https://www.google.co.jp/maps/@35.6865181,139.7451147,2a,18.3y,38.61h,84.95t/data=!3m6!1e1!3m4!1sCmAZMj81SFQW9fB_9jEQLg!2e0!7i13312!8i6656"						多田くんは恋をしない	タダクンハコイヲシナイ	第1話で、テレサ・ワーグナーが風で飛ばされ追いかけていたハンカチを、多田光良が顔でキャッチしてテレサと再会していた場所で、ハンカチと一緒にテレサが忘れていったデジカメのメモリーカードを返していました。<br />テレサが「レインボー将軍」に出てきた将軍の秘密の抜け穴だと言って興奮していた取水口も、作中通りこの場所から見られます。<br />光良が頭をぶつけていた、危険表示テープが巻かれた桜の枝も実在します。				チヨダク	タ	13	17	2		
1018	0008	完了	東京都	中央区	サクセス銀座ファーストビル	104-0061	東京都中央区銀座1-2-4		35.674977	139.768544	"https://www.google.co.jp/maps/@35.6747696,139.7688324,3a,55.2y,316.45h,116.21t/data=!3m6!1e1!3m4!1sONl5hgUct1X29yeS6aJMvg!2e0!7i13312!8i6656"						多田くんは恋をしない	タダクンハコイヲシナイ	第10話のラストで、多田光良が撮影し、コンクールで優秀賞を取ったテレサの写真が展示されていたビルで、銀座通り口交差点から、銀座一丁目交番越しに見上げる構図で描かれていました。展示会場の様子から、ビル4Fにある富士フォトギャラリー銀座ではないかと思われます。				チュウオウク	タ	13	16	2		
1018	0009	完了	東京都	中央区	京橋公園	104-0061	東京都中央区銀座1-25		35.672994	139.771381	"https://www.google.co.jp/maps/@35.6725513,139.7719058,3a,19.9y,336.03h,87.25t/data=!3m6!1e1!3m4!1sHku_5F64OuWdvf6srn-qrQ!2e0!7i13312!8i6656?hl=ja"						多田くんは恋をしない	タダクンハコイヲシナイ	第7話で、行方不明のニャンコビッグを捜索するシーンで、山下研太郎が「猫の集会にぴったりな公園だね」と言って注目していた公園。				チュウオウク	タ	13	16	2		
1018	0010	完了	東京都	中央区	アヴァンティーク 銀座2丁目参番館 前	104-0061	東京都中央区銀座2-13		35.671620	139.769765	"https://www.google.co.jp/maps/@35.6715484,139.7696507,3a,33.2y,45.28h,101.17t/data=!3m6!1e1!3m4!1s0SKwijNtBRzJnf4725PpqA!2e0!7i13312!8i6656?hl=ja"						多田くんは恋をしない	タダクンハコイヲシナイ	第7話で、多田光良たち一行が、ニャンコビッグ捜索の打ち合わせをしていた場所。				チュウオウク	タ	13	16	2		
1018	0011	完了	東京都	中央区	酒蔵 秩父錦	104-0061	東京都中央区銀座2-13-14		35.671374	139.769626	"https://www.google.co.jp/maps/@35.671402,139.7695058,3a,62.5y,95.63h,101.63t/data=!3m6!1e1!3m4!1sycr48GdTcgfwxBQV9SP93A!2e0!7i13312!8i6656?hl=ja"						多田くんは恋をしない	タダクンハコイヲシナイ	物語のメイン舞台の一つである「多田珈琲店」のモデル。実際には2階建ての建物ですが、建物3階から屋根部分が描き足され、細部も改変されていますが、隣接する左右のビルや、向かい側の建物なども実際のものをモデルに描かれています。				チュウオウク	タ	13	16	2		
1018	0012	完了	東京都	中央区	橋本印刷 前	104-0061	東京都中央区銀座2-15		35.671126	139.770762	"https://www.google.co.jp/maps/@35.671166,139.7708214,3a,32.3y,261.51h,77.98t/data=!3m6!1e1!3m4!1s-j0WYyAZPBOxaN9frQzp9Q!2e0!7i13312!8i6656?hl=ja"						多田くんは恋をしない	タダクンハコイヲシナイ	第7話で、行方不明のニャンコビッグを捜索するシーンで、山下研太郎が顔を出して通りを確認していた場所。				チュウオウク	タ	13	16	2		
1018	0013	完了	東京都	中央区	銀座松屋通り	104-0061	東京都中央区銀座3-7		35.671503	139.766729	"https://www.google.co.jp/maps/@35.6714798,139.7667207,3a,34.9y,35.16h,89.7t/data=!3m6!1e1!3m4!1saJmB2L-h88h2Ps9qTGHqQA!2e0!7i13312!8i6656"						多田くんは恋をしない	タダクンハコイヲシナイ	第4話で、HINAの握手会を終えた杉本一が、歩きながら長谷川日向子に電話をかけていた通り。トラットリア コダマ、銀座成田屋ビルなどの建物が描かれていました。				チュウオウク	タ	13	16	2		
1018	0014	完了	東京都	中央区	築地警察署 数寄屋橋交番	104-0061	東京都中央区銀座4-2-1		35.672818	139.763277	"https://www.google.co.jp/maps/@35.6726873,139.7631907,3a,15y,25.38h,88.33t/data=!3m6!1e1!3m4!1sBrEIwOWIJup0WDd_9FAtAw!2e0!7i13312!8i6656?hl=ja"				5		多田くんは恋をしない	タダクンハコイヲシナイ	第3話で、ニャンコビッグが歩いていた場所。<br />ニャンコビッグのパトロール経路④				チュウオウク	タ	13	16	2		
